,ulasan,label
42,baru aplikasi lambat pesan tiket kereta bayar lunas tiket aplikasi coba cek riwayat mesan sesuai harap tiket muncul tolong aplikasi sempurna uang lanjur masuk,Negatif
43,tiket muncul bayar kali,Negatif
44,aplikasi eror aneh baru kayak turun kelas bayar qris gagal sudak isi ulang dana taut ovo aneh banget qrisnya gagal uang habis isi ulang aplikasi tatap guna aplikasi lambat banget badahal sinyal kencang telepon seluler spesifikasi lumayan aneh banget deh aplikasi,Negatif
45,sih bayar tiket tiket muncul bikin mudah susah tolong baik eror rugi,Negatif
46,jam beli tiket putar muat muat bayar kasih ulang ulang kedaluwarsa muat,Negatif
47,sih bayar pakai kaipay saldo kurang transaksi gagal bikin susah,Negatif
48,baru aplikasi lambat pakai masuk akun susah pesan tiket susah bayar pakai qris gagak kode deteksi,Negatif
49,mesan habis bayar ganggu aplikasi lambat ganti kursi tumpang niat bikin aplikasi sih surel kirim cek situ video kendala respons bot pesan tiket kak lokal eror tolong baik,Negatif
50,aplikasi banget bayar menit baru baik eror bayar singkat detik timpal guna telepon seluler proses muat,Negatif
51,tampil oke banget sayang metode bayar batas kartu debit mandiri ovo mohon tambah hapus gopay dana debit bri mandiri bca,Negatif
52,aplikasi beli token pln bayar aplikasi malu kai,Negatif
53,aplikasi hubung bayar ya admin coba kali hubung bayar ovo salah,Negatif
54,fitur kai pay tipu fungsi bayar tipu salah aplikasi salah ya ads saldo lumayan situ sisa beli tiket,Negatif
55,singkat ulang coba halaman bayar habis,Negatif
56,buruk aplikasi baru bayar qris status tiket cek timeout aduh,Negatif
57,baru bagus emosi bayar wallet susah sandi ovo muncul bayar gagal baru ovo kesal banget bagus kai access versi,Negatif
58,bagus sih menu cepat sulit masuk aplikasi ter masuk depan opsi bayar komuter pakai kaipay mohon aplikasi baik,Negatif
59,parah banget baru pas tanggal sibuk tolong deh beli tiket kuliah unduh qris tinggal bayar doang alhasil baru lambat parah masuk akun susah banget war tiket kesal parah baru cek coba kayak kayak muat nih masuk pakai akun google suruh ulang tunggu,Negatif
60,lot parah bayar susah mudah aktif,Negatif
61,bayar indomaret alfamart bayar sulit kartu kredit khusus mandiri,Negatif
62,baru besar aplikasi kai bagus respons cepat ui keren kurang metode bayar wallet opsi ovo wallet gopay shopeepay dana virtual account,Negatif
63,tingkat layan bayar tera habis aplikasi tolong perhati terima kasih,Negatif
64,tambah metode bayar debit bank hem superapps moga eror lambat ya,Negatif
65,proses mesan tiket lokal banget muat notifikasi habis bayar ovo susah,Negatif
66,masuk tambah opsi bayar admin pakai mobile,Negatif
67,aplikasi sgt jelek bagus kemarin masuk bayar pakai ovo,Negatif
68,muat parah kali pesan bayar muat kali gagal bayar,Negatif
69,buruk data kacau baik muat melulu bayar pakai qris beli tiket daring luring parah,Negatif
70,kasih bintang aplikasi bagus bayar rada ribet mohon wallet gopay dana ada bayar ribet banking transaksi kendala mohon tingkat layan konsumen nyaman,Negatif
71,pesan tiket nama nenek bayar tiket atur tolong baik layan,Negatif
72,baru mudah ribet qris deteksi bayar,Negatif
73,semenjak tingkat eror bayar ovo salah,Negatif
74,hubung deter bayar da ako ada pesan tiken tinggal menit kadar luasa,Negatif
75,keliru atur batas bayar bayar kai pay qris linkaja batas bayar tera muncul notifikasi eror kedaluwarsa mesan habis langsung klik bayar mohon baik,Negatif
76,bayar dana potong aplikasi tera tiket bayar,Negatif
77,aplikasi susah enak pakai taut tinggal pencet taut susah bayar,Negatif
78,buna kacau susah bayar muat mesan tiket habis qrisnya moga admin tingkat susah masuk sulit,Negatif
79,tambah metode bayar kota lokal komuter dll  dompet digital ovo gopay linkaja masuk fitur fitur aplikasi krl access ringkas aplikasi,Negatif
80,beli tiket cek akun kai access menu tiket muncul eror pesan bayar lancar aplikasi kocak,Positif
81,metode bayar batas fitur ganti nomor nomor aktif tombol bayar sengaja aplikasi,Negatif
82,railmin tolong baik aplikasi donk beli tiket ka kai pas bayar wallet alfamart indomaret yah ribet banget deh,Negatif
83,tolong kai acces pesan tiket bayar pakai qris dana status tiket tunggu nih solusi,Negatif
84,bayar qris tiket muncul ya,Negatif
85,aplikasi eror mes tiket habis lambat banget tinggal bayar aplikasi,Negatif
86,banget aplikasi masuk surel data deteksi daftat pakai baharu data deteksi sistem tampil masalah coba pasang ulang kayak bagus ribet mesan tiket,Negatif
87,baru aplikasi bikin susah tampil bikin pusing repot tipu barkode qris unduh pakai telepon seluler kecewa,Negatif
88,aplikasi ribet pesan tiket saldo potong kode mesan aplikasi eror mudah sulit,Negatif
89,tolong isi ulang kai pay pakai qris biar ribet beli tiket krl pakai kai pay,Negatif
90,beli tiket krl pakai kai pay pakai qris bank isi ulang wallet,Negatif
