"ulasan","label"
"Cari tiket nya jadi sedikit menyusahkan, harus drop down dulu, kurang jelas tiket mana yg available, lebih jelas tampilan di versi sblm nya.. dan jadi tidak bisa sorting tiket yg available menurut harga,dsb.. Yg tersorting hanya judul besar tiket.. saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya, menurut saya itu sudah sangat jelas","0"
"Setelah di update malah jadi lancar sekali, good job tim IT ","1"
"Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun","0"
"fiturnya lebih ribet & membingungkan . lebih simpel aplikasi sebelumnya . ,ðŸ™","0"
"Iya.. Aplikasi KAI ini jelekkk bangettt.. masa email & password udh bnr, tulisannya invalid token.. password udh direset & diganti juga masih tetep aja invalid token.. jadinya ga bisa dibuka.. ya mending uninstall aja..","0"
"KAI update otomatis di hp saya seltah saya buka dan ccoba versi barunya emang lebih user freandly,,,, syaa juga langsung pesan tiket untk kebernagkatan ke surabaya dg commuterline wah dari pencarian, pemesanan dan bayarnya mudah bettt lancar. suwun kai","1"
"Masih mudah dan gampang di pahami aplikasi yg terbaru,,","1"
"makin BURIK, pindah ke sebelah aja lah","0"
"Sangat mudah di akses dan performanya semakin lancar","1"
"Good job KAI aplikasinya jadi lancar banget, pemesanan cepat bgt, di upgrade jd lebih baik dan lebih mudah diakses","1"
"Ribet, lebih gampang yang lama","0"
"Upgrade Yang baru bagus dan lancar di pembayaran pake qris nya juga lancar","1"
"lancar dan satset bisa diajak buru2 kalo ada panggilan mendaadak kan jadi enak kalo satzt gini","1"
"Sudah terupdate harusnya lebih baik. Pas cek stasiun antar kota malah banyak yg gk ada","0"
"Buat skrang yg semua serba online kai access verisi terbaru memudhkan usernya buat pesen tiket bayarnya jg secara online, approve buat kai","1"
"lebih user friedly yang versi sebelumnya","1"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1"
"Setelah update jadi user friendly dan ga ribet. Qris juga udah ke detect waktu bayar, ga perlua waktu laama buat bayarnya cpeet langsugn bisa sleesai","1"
"Mau masuk lancar bgt, proses ke pembayaran juga lancar, sampai- sampai waktu pembayaran hanya butuh waktu yang cepet ga lama. Ini aplikasi super lancar dari segala2nya","1"
"Terima kasih, setelah di update kembali baru bisa di pakek","1"
"perbaikin apknya bagus sekali pesan ka lokal dah makin mudah dripada yang dulu","1"
"Sudah bagus yg lama, di apdet malah butut. Bagaimana ini?","0"
"Aplikasii kai setelah diupdate sangat sangatt bagus operasional yang cepat,beda sama aplikasi sebelum diupdate operasionalny lebih lambat,dan sekarang aplikasinya sangat sangat mempermudah saya","1"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0"
"Upgrade makin meningkat ini tdk lemot ssaat dioperasikan. Makin memudahkan, kemarin ada kendla hubungin lewat sosial di respon dan ditnaggapi","1"
"Setelah upgrade terbaru, sangat memuaskan program ny berubah dan menjadi lebihh memuaskan. Lebih mudah aplikasi yg terbaru daripada yg sblum nya.","1"
"Aplikasinya kebanyakan fiture jembot, kebanyakan kreatif aplikasinya sampe gabisa di pakai","0"
"Sejak diperbarui makin garibet.. Pesen tiket jadi sat set.. ga lemot.. lbih mudah beli tiket di aplikasi skrng.. Hhh.. lebih baik daripada seblumnya.. Thx","1"
"Keren setelah di update jadi cepet mau buka apknya. Gak cuma itu, mau pencarian juga ceept, kendala2 nya udah berkurangbgt","1"
"Aplikasi nya memuaskan loading udaj ga lama dna ga mandang provider kartu. Performa nya udah menignkat jd ga kesusahan pake aplikasi ini","1"
"semakin canggih ni apk, sekarng kalo mau pesen tiket gausah nulis nama satu1,,, soalnya nama yang sudah pernah masuk keseimpen, jadi tinggal nambahin","1"
"Setelah update yang terbaru tampilan oke, kualitasnya juga bagus banget. Load pas buka appnya juga ga lama, pas mau ke pembayaran juga lancar banget, pembayarannya dapat dilakukan dengan mudah. Ini nih aplikasi yang kita butuhkan cepet, simple, dan mudah.","1"
"Jujur aja lebih bagus dan simpel versi yang lama min.untuk versi terbaru aneh banget tampilan nya bikin bingung dan malah lebih ribet.tolong di perbaiki kalo perlu di bikin tampilan seperti versi yang lama aja.nanti saya tambah bintang nya.","0"
"jadi makin ribet. bagi orang2 tua ini menyusahkan ya ui ux ny,, kalo dulu lebih sederhana,","0"
"Sudah update jadi makin bagus malah jadi semakin memudahkan, saat pembayaran menggunakan e wallet jadi mudah sekali, Lebih bagus dripada kai access versi lama..","1"
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet","0"
"Tidak bisa memunculkan e-boarding pass dan tmpt duduk, gimana sih hini kai","0"
"Parah enak versi dulu. dulu gabingung mau liat tiket yang udah dipesan dimana, sekarang kebanyakan printilan2 yang ga guna banget sumpahhhh","0"
