"ulasan","label"
"Ternyata tidak sepenuhnya memudahkan proses boarding, tetap diminta KTP untuk pengecekan. Apa gunanya kita mengisi data pribadi saat buat akun kalo hanya bikin ribet cek KTP? Aplikasi tidak berguna...ðŸ¥±ðŸ¥± Tambahan tampilan juga bikin ribet kalo mau pilih kereta, beda dengan aplikasi sebelumnya, jadi menyesal upgrade ke Access kaiðŸ¥±ðŸ¥±","0"
"Update aplikasi kok malah jd bikin susah, tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus.. masa harus pake 2 hp.. kecewaaa ðŸ˜“ðŸ˜“","0"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","1"
"Ga bisa diapa""kan nih aplikasi wkwkwk.. buka aja syusah bagus penampilan, buruk dalamnya","1"
"Yang baru lucu tapi lemot parah.","1"
"Tampilan memang bagus setelah di update tetapi kulitas aplikasi lebih baik versi sebelumnya","1"
"Aplikasi Ini KerenðŸ¤© Jadi Lebih Mudah Deh Pesan Tiket Untuk Bepergian , Semangat Sahabat KAIðŸ¤©","1"
"Setelah update gak ada masalah, login aman, cek fitur lain aman, aplikasi nya lebih smooth. Padahal hpku kentang lho ðŸ¤£","1"
"Tampilan jauh lebih baik dengan fitur unggulan terbarunya yang menarik, thanks kai aplikasinya bagus dan lancar tdk ada trouble","1"
"Thanks tampilan baru lebih intuitif","1"
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat","1"
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.","0"
"Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..suka dg versi baru kai performnya meningkt jadi lebih cepet","1"
"Updatean malah jadi kek Tokopedia. Secara visual lebih baik tapi secara keseluruhan aplikasi yang lama keknya lebih baik.","1"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","1"
"Sebenarnya tampilan ini lebih fresh, cuman kalo yg kemarin lebih mudah dan efisien. Kenapa fitur yg seperti kemarin dihilangkan, seperti filter yg dulu lebih variatif dan bisa dipilih sekaligus 2 atau lebih. Sekarang cuman bisa satu saja. Tp overall bagus dan lancar jg","1"
"update nya bagus, tapi lebih bagus lagi kalau ada tema warna gelap...","0"
"Aplikasinya mempermudah dan bagus","1"
"Makin di upgrade makin lancar pesen tiket juga makin mudah, tapilan nya juga lebih mordern suka bgt lebih fress","1"
"Abis tak update tampikan baru malah makin bagus dan jadi makin lancar, mw cari tiket juga gampang","1"
"Setelah update jadi lancar, tapi tampilan antarmukanya bagusan yang sebelumnya","0"
"Lebih suka tampilan app yg dulu","0"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","1"
"Tampilan baru malah semakin buruk..","0"
"Semenjak update jadi tidak berat tapi tampilan ui nya saya ga nyaman","0"
"Bagus.... benr2 bagus baik performa & tampilan","1"
"Update nya bagus, bagus bgt, apalagi tampulannya jadi lebih baru ","1"
"Udah update versi terbaru tampilanya GEMESSSSS banget sukaa malah lancarr banget juga","1"
"Setelah di update jadi lebih baik ngga zonk lagi baik dari performa fitur""nya dll. tampilan dan pengoperasian jugalebih efisien versi terbaru sumpah, versi lamanya nyebelin. Aneh","1"
"Cari tiket nya jadi sedikit menyusahkan, harus drop down dulu, kurang jelas tiket mana yg available, lebih jelas tampilan di versi sblm nya.. dan jadi tidak bisa sorting tiket yg available menurut harga,dsb.. Yg tersorting hanya judul besar tiket.. saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya, menurut saya itu sudah sangat jelas","0"
"Kalo dibandingin kai yg dulu sama sekarang beda bgt dari segi performa nya makin lancar dari pesen tiket, bayarnya, tmpilannya menarik juga ditambah fitur2 terbaru yg bermanfaat bangett menurut saya","1"
"udah update, ui yang baru tapi kualitas makin buruk. mau lihat jadwal krl dari jalur rangkas - tanah abang aja gak bisa","0"
"Untuk update aplikasi nya lancar bangett, tapi lebih enak dilihat yang dulu tampilan menu aplikasinya","0"
"tampilan interface tidak ramah setelah update ngga suka bgtt bikin mata sakit,,, untung makin lancar pesen tiket nya mudah bayarnya juga bisa pake ovo, soalnya saya user ovo bangwt","0"
"Lebih baik jangan di-update dulu, memang dari segi UI bagus, cuma masih banyak eror","1"
"Mata saya lebih nyaman dengan warna biru khas KAI daripada yang ungu","0"
"Update sangat tidak nyaman Memang tampilan lebih baik Tapi buat apa tampilan baik kalo malah jadi lebih ribet Tolong tampilkan harga tiket per kelas bukan per nama kereta Sangat menyusahkan Dan tolong kembalikan filter kelas pada filter pencarian","1"
"Darisegi perfroma lbh baik dari versi seblmunya, suka bgt sama tampilan barunya","1"
"Semenjak update aplikasi udah ngak lemot,,tapi tampilan membingungkan. Kereta yang penuh masih muncul untungnya pesen tiket sama bayar nya aman dan gampang bgt.","0"
"Tampilannya lebih suka yang dulu Lebih iconic ðŸ™ƒ","0"
"Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot","1"
"Tampilan baru. Bukan lebih mempermudah tapi lebih mempersulit. Kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access.","0"
"enakan yg sekarang aplikasinya lancar ga l emot, tampilan lebih kelihatan seger ga ngebosenin","1"
"Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..","1"
"Setelah update malah ga lemot masuk nya, dr segi tampilan makin oke dan performanya makin baik","1"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0"
"Udah maakin lancar ga lemot lagi, tapi tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok","0"
"Upgrade malah makin lancr,tapii interface nya enak yg lama. Mo beli tiket malah jadi blh mudah. Pengguna setia KAI tiap weekend","0"
"POIN PENTING REVIEW KAI ACCESS > ACCESS BY KAI 1. Dari semua yg paling mencolok adalah fitur pemesanan opsi RAILFOOD dan LAYANAN LAINNYA seharusnya tidak perlu masuk, biarkan itu dipesan sendiri. Karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat, apalagi jika dikejar waktu. 2. Kemudian pemilihan kursi, tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan, begitu kiga dengan opsi gerbong yang ada dibawah seperti itu.","0"
"Udahh Lancar banget buat beli dan cari tiket malah tambah enak dipandaang ux terbaru nya","1"
"Setelah update jadi makin lancar, untuk buka aplikasinya langsung satset, tpi menurut saya tampilan antarmukanya bagusan yang sebelumnya","0"
"jadi makin ribet. bagi orang2 tua ini menyusahkan ya ui ux ny,, kalo dulu lebih sederhana,","0"
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet","0"
"Parah enak versi dulu. dulu gabingung mau liat tiket yang udah dipesan dimana, sekarang kebanyakan printilan2 yang ga guna banget sumpahhhh","0"
