"ulasan","pfm+","pfm-","psn+","psn-","byr+","byr-","ftr+","ftr-","tpl+","tpl-","umu+","umu-"
"Bagusan aplikasi lama. Pilihan reduksi tidak muncul. Dari segi visualisasi ,membagongkan tdk enak dilihat dan sulit dipahami. User interface tuh jangan ramai banget warnanya. user suka yg simpel. Apakah sblm launching tdk di uji dan analisis dulu ke user sampel. Balik kayak yg lama aja, simpel. Kl pun mau tambah fungsi, ya jangan diubah tampilannya semua.","1","0","0","0","0","0","0","0","0","0","0","0"
"INI BAGAIMANA APLIKASI BARUNYA KOK ERROR? SAYA MAU PESAN TIKET JADI GABISA, GARA2 TIAP MAU BAYAR SELALU TIME OUT PADAHAL BARU SAJA DI KLIK TIBA2 SUDAH TIME OUT, SAMPAI SAYA LOGOUT DAN UNINSTALL ULANG TETEP GABISA, MAU HAPUS AKUN SAJA SEKALIAN JUGA GABISA, ALASANNYA KARENA ADA TIKET PERJALANAN YANG BLM SELESAI PDHL TIDAK ADA SAMA SEKALI WONG MAU BELI TIKET BARU AJA GABISA KOK.. GIMANA DONG INI SOLUSINYA? JADI SUSAH MAU BELI TIKET HARUS NYURUH ADEK SAYA PAKAI AKUNNYA","0","1","0","1","0","0","0","0","0","0","0","0"
"setelah update tambah lemot pak","0","1","0","0","0","0","0","0","0","0","0","0"
"D suruh upgrade ke basic tp ""idnum already exist"" itu gmna min. Kesel jg lama2","0","1","0","0","0","0","0","0","0","0","0","0"
"Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu","0","1","0","1","0","0","0","0","0","0","0","0"
"Sangat buruk saya telat 2 menit uang gabisa di refund malah hangus,jadi 200rbu cuman beli angin","0","1","0","0","0","1","0","0","0","0","0","0"
"Aplikasii kai setelah diupdate sangat sangatt jelek operasional yang lambat,beda sama aplikasi sebelum diupdate operasionalny lebih cepat,dan sekarang aplikasinya sangat sangat mempersulittt saya harap aplikasi ini bisa ditindaklanjutiiiiiii!!!!!!!!!!!!!!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.","0","1","0","1","0","0","0","0","0","0","0","0"
"Tolong dong kalo update aplikasi blm bisa maksimal jangan di paksain Udah kembali aja di jalan batu Buka aplikasi aja susah bgt berak kaya bawa gunung","0","1","0","0","0","0","0","0","0","0","0","0"
"Upgrade biar makin meningkat ini malah tambah parah, lemot dioperasikan. Gimana sih, malah mempersulit.. Hubungi lewat sosial media lain no respon. Parah banget.","0","1","0","0","0","0","0","0","0","0","0","0"
"Makin kesini makin menyusahkan","0","1","0","0","0","0","0","0","0","0","0","0"
"LEMOTTT POOOLLLLLLLL APLIKASI STUCK DI LOGO AJA, GABISA DIBUKA","0","1","0","0","0","0","0","0","0","0","0","0"
"Sejak diperbarui makin ribet.. Pesen tiket gabisa sat set.. Sering lemot.. Susah pesen tiket tertulis habis padahal real nta tiket masih tersedia.. Susah beli tiket di aplikasi skrng.. Hhh.. Balikin ajasih kek yg lama biar gak mempersulit pengguna.. Thx","0","1","0","1","0","0","0","0","0","0","0","0"
"setelah aplikasi di update malah makin sulit diakses","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update ke logo baru kok malah jadi makin parah ya. 1. Untuk masuk ke aplikasinya lama banget dan kadang logout sendiri 2. Saya mau pesen tiket kereta tp gak update akhirnya pesen via KAI web 3. Gak bisa buka tiket, padahal belom semua stasiun bisa pake face recognation jadi tetep harus liat kode booking, sedangkan untuk masuk ke aplikasinya aja susah Tolong dong diperbaikin lagi, kenapa masih bagus versi lama.","0","1","0","1","0","0","0","0","0","0","0","0"
"Masih user friendly aplikasi yang lama","1","0","0","0","0","0","0","0","0","0","0","0"
"Jadi lemot banget.","0","1","0","0","0","0","0","0","0","0","0","0"
"Banyak masalah sma bikin akun, minta di perbaiki sistem nya maaf","0","1","0","0","0","0","0","0","0","0","0","0"
"Perlu banyak perbaikan....","1","0","0","0","0","0","0","0","0","0","0","0"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update kok malah makin lemot yah, mau buka aplikasinya aja loading terus","0","1","0","0","0","0","0","0","0","0","0","0"
"Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh, jadi lemot banget.","0","1","0","1","0","0","0","0","0","0","0","0"
"Kenapa setelah di update jadi lama mau buka apknya. Gak cuma itu, mau pencarian juga lama, mohon ditingkatkan lagi biar tidak ada kendalaðŸ™","0","1","0","0","0","0","0","0","0","0","0","0"
"knp mau masuk aja susah bngt sih klo yg versi lama bner2 canggih.....","0","1","0","0","0","0","0","0","0","0","0","0"
"BURUKKKKKKKK!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Kok malah jadi ribet ya min kalo mau cek jadwal Commuter line. Lebih enak aplikasi sebelum nya","0","1","0","1","0","0","0","0","0","0","0","0"
"Gara gara update lemot bangattt","0","1","0","0","0","0","0","0","0","0","0","0"
"Kurang faham fitur baru jelek menurut saya sih","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini","0","1","0","0","0","0","0","0","0","0","0","0"
"Malah engga ada jadwal setelah update. Aplikasi payah","0","1","0","0","0","0","0","0","0","0","0","0"
"benerin dulu sistemnya","1","0","0","0","0","0","0","0","0","0","0","0"
"Saya mau lihat jadwal kereta sekaligus pesan tiket sulit untk d buka.g tau..g jelas.padahal sblmnya juga mudah.pdhal urgent..","0","1","0","1","0","0","0","0","0","0","0","0"
"Aplikasi diperbarui kok malah makin susah buat masuk. Tiap masuk selalu bendal atau kalau bisa masuk, mutarnya lama. Tulung diperbaiki servernya juga.","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi lambat banyak BUG","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update bukan nya makin bagus.. ini malah makin buruk,makin bapuk,makin down..","0","1","0","0","0","0","0","0","0","0","0","0"
"Luar biasa","1","0","0","0","0","0","0","0","0","0","0","0"
"Lemot, udah bayar tiket, tapi ga muncul","0","1","0","0","0","1","0","0","0","0","0","0"
"Kenapa KAI access diperbaharui otomatis? Dan malah jadi tidak bisa dibuka sama sekali","0","1","0","0","0","0","0","0","0","0","0","0"
"lama yaa","0","1","0","0","0","0","0","0","0","0","0","0"
"Versi terbaru super lelet, big noooo","0","1","0","0","0","0","0","0","0","0","0","0"
"Diupdate bukannya makin baik malah makin lemottt, udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii?? Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG","0","1","0","0","0","0","0","0","0","0","0","0"
"bagus dan keren, catatan untuk pengguna jika hanya untuk lihat jadwal atau lainnya sebaiknya akses lokasinya di non aktifkan dulu","1","0","1","0","0","0","0","0","0","0","0","0"
"BURUK!!!!!! BUKANNYA MEMPERMUDAH,MALAH MEMPERSULIT!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Kecewa banget dengan kereta suka macet jadi menghambat perjalanan","0","0","0","0","0","0","0","0","0","0","0","1"
"nih servernya gmana ya? lemot bener","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemooot,padahal yg lama cepet bgt begitu update lemoooot,ud dicoba berkali2 tetep aja, tolong segera perbaiki dong pt kai","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan baru mengecewakan l..Mau bayar knp kadaluarsa terus sih..","0","1","0","0","0","1","0","0","0","1","0","0"
"makin upgrade malah makin lemotttttttttt!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Sebelumnya saya sudah beli tiket pake aplikasi lama, trus saya cek.. di aplikasi tiket saya ilang tuh.. pertanggungjawabannya gimana?","0","0","0","1","0","0","0","0","0","0","0","1"
"Saya kira hanya terjadi di saya, namun banyak juga yang mengeluhkan kalau kai access yg sekarang agak lebih ribet dari versi sebelumnya. Mohon maaf admin, jujur saya merasa kai access yg sekarang terlalu mirip dengan aplikasi travelling yg lain. Saya apresiasi penambahan fitur seperti ka lokal, krl, dan kcic. Namun penambahan fitur lain seperti hotel dan bus, menurut saya membuat kai access kehilangan identitasnya sebagai kai access","0","1","0","0","0","0","0","0","0","0","0","1"
"Pembatalan tiket kereta melalui KAI access dipotong 25% sudah itu proses refund 45 hari baru akan ditransfer balik dan giliran pembatalan reservasi hotel melalui KAI access diarahkan untukmenghubungi traveloka, pihak traveloka sudah dihubungi dan setuju serta mengkonfirmasi reservasi dibatalkan tanpa pinalti namun untuk pengembalian dana nya diarahkan menghubungi tempat awal melakukan pemesanan yaitu KAI access, di aplikasi KAI access tidak ada sama sekali opsi chat minta bantuan.","0","1","0","1","0","0","0","0","0","0","0","0"
"Dulu sebelum di update jaringannya lancar sekarang Setelah update kok lebit lemot ya. Kemarin saya mau pesan tiket sampai memakan waktu 20 menit di ind***** buat menunggu kode keluar. Sampai saya 4 kali percobaan baru bisa. Mohon kepada Developer KAI untuk memperbaiki jaringannya. Terimakasih","0","1","0","1","0","0","0","0","0","0","0","0"
"Wkwkwkwk afaan sekelas perusahaan bumn ga mamfu bikin aplikasi bener bukannya mempermudah tapi malah mempersulit. Cuihhhhh","0","1","0","0","0","0","0","0","0","0","0","0"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","0","1","0","0","0","0","0","0","0","1","0","0"
"Nyesel upgrade ke versi baru,berkali2 coba masuk tetep aja g bisa login","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa ya aplikasi nya lemot bangt loading nya lama pula gak kaya aplikasi yang sebelum nya di rubah ketambah suka tiba2 keluar sendiri dan harus login bekali kali","0","1","0","0","0","0","0","0","0","0","0","0"
"Diperbarui bukanya malah lebih baik malah menyusahkan. Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out. Bintang 1","0","1","0","0","0","0","0","0","0","0","0","0"
"Update terburuk buat apk...","0","1","0","0","0","0","0","0","0","0","0","0"
"Promonya aja rame gililran aplikasi di buka ngeleggg, naruh uang di saldo KAI juga gak berguna. Mending go show di loket.","0","1","0","1","0","0","0","0","0","0","0","0"
"Versi baru lebih lemot ... loadingnya lama akses masuk aplikasinya, bgt jg berpindah menu dll ... mohon segera diupgrade","0","1","0","0","0","0","0","0","0","0","0","0"
"ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi jadi semakin susah dimengerti... Untuk cek jadwal krl aja ga detail seperti sebelumnya...lemot...malah jadi jelek","0","1","0","0","0","1","0","0","0","0","0","0"
"Aplikasi di update tapi malah bikin masalah dak bisa login 'sign failed'. Coba lupa password masih tetap. Sudah telpon kai 121 dikasih password standar tetap saja. Benar2 menghambat, bukan malah perbaikan. Sebelum diganti harusnya uji coba dulu. Padahal harus segera booking tiket. Dan sudah banyak penilaian 1 bintang tetap saja aplikasi belum diperbaharui sampai sekarang.","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah di update menjadi down","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagus","1","0","0","0","0","0","0","0","0","0","0","0"
"Mentenaince kah? Semenjak update jadi gabisa masuk apk lemottt ngebug , udh tau urgent mau cepet"" pesen tiket, lain kali bagusin dulu apk nyaaa baru suruh penumpang beuli online babi","0","1","0","1","0","0","0","0","0","0","0","0"
"Semenjak update terbaru malah makin parah dan lemot, update bukannya makin bagus malah makin buruk. Tolong dong diperbaiki masa saya mau pesen Tiket 3 jam ngk kelar kelar failed terus, masih bagusan KAI acces daripada ini. Mohon agar segera diperbaiki, jadinya menghambat orang untuk bepergian dengan kereta kalau seperti ini","0","1","0","1","0","0","0","0","0","0","0","0"
"Aneh d update bukanya tambah cepet tp tambah lemot, sy kira jaringan ternyata mmg lemot aplikasinya....ni gr2 d korup sm org bumn, cari proyek buat komisaris","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update, bukannya semakin bagus, semakin lemmot... ðŸ˜©ðŸ˜©ðŸ˜©","0","1","0","0","0","0","0","0","0","0","0","0"
"Terlalu diulang ulang","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0","1","0","0","0","0","0","0","0","1","0","0"
"Top markotop","1","0","0","0","0","0","0","0","0","0","0","0"
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah","0","1","0","0","0","0","0","0","0","1","0","0"
"Lemottttt,freeze, udah di update koq malah parahhh","0","1","0","0","0","0","0","0","0","0","0","0"
"Biasanya update itu untuk mempermudah,ini malah kebalikan nya,mempersulit,lemot ga ktulungan,harus log in dri awal,data smua hilang","0","1","0","0","0","0","0","0","0","0","0","0"
"Saya suka kereta","1","0","0","0","0","0","0","0","0","0","1","0"
"Dah update ga bisa di buka,, nge leg","0","1","0","0","0","0","0","0","0","0","0","0"
"Parah nih layanan aplikasi ini. Lama banget loading buat dapet kode otp, apalagi saat login masuk. Masa aplikasi setingkat pelayanan masyarakat gini amat. Kaga profesional operator nih aplikasi. Pake di blokir segala lagi buat dapetin otp karna muncul2.... ðŸ‘ŽðŸ‘Ž","0","1","0","1","0","0","0","0","0","0","0","0"
"Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend","0","1","0","0","0","0","0","0","0","0","0","0"
"Dah lah bikin pusing, udah bener2 apk lama ngapain jadi update kek t*i","0","1","0","0","0","0","0","0","0","0","0","0"
"Jadi sulit dalam login dan ga prnah muncul tampilan pemesanan tiket","0","1","0","1","0","0","0","0","0","0","0","0"
"Lemott ga bisa masuk udah masuk malaj ke luar harus login tapi pas login lemot parah ga bisa masuk susah","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot sekali kapan normal lagi","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini kenapa sih aplikasi BUMN sering gangguan terus!!,masa disuruh log in lagi padahal sudah punya akun. Aneh kalah sama aplikasi swasta yang lebih bagus dan jarang gangguan....ðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"diupgrade malah sering blank hitam.","0","1","0","0","0","0","0","0","0","0","0","0"
"Ko malah lemot versi baru,parah ah","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan yg semakin memudahkan","0","0","0","0","0","0","0","0","1","0","0","0"
"Lemot banget bikin emosi","0","1","0","0","0","0","0","0","0","0","0","0"
"MASALAH MULU","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi yg semakin mempersulit penggunanya,mana lemot bgt","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot banget tiap mau pesan tiket per step nya lama. Padahal jaringan sama handphone OK","0","1","0","1","0","0","0","0","0","0","0","0"
"Ga jelas Anjir. Log in gagal terus.. di update malah makin ribet","0","1","0","0","0","0","0","0","0","0","0","0"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","1","0","1","0","0","0","0","0","0","0","1"
"Apa gunanya update jadi tambah susah mengacess mau liat jadwal harus login ulang very badðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"Gabisa dibuka inii yg update","0","1","0","0","0","0","0","0","0","0","0","0"
"Kembalikan KAI access yg dulu. Yg ini jelek banget. Liat tiket kek misteri. Harga gk langsung muncul harus klik lagi. Gk user friendly ini. Update tu makin baik ini kemunduran.","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini aplikasi nya banyak pengguna jadi suka lemot, dan tapi KAI belum mengatasi masalah itu","0","1","0","0","0","0","0","0","0","0","0","0"
"Selaraskan antara kebijakan dan keandalan aplikasinya. Jangan buat peraturan untuk calon penumpang kereta lokal harus pesan tiket lewat aplikasi tapi aplikasinya tak bisa di andalkan. Kecepatan pelayanan melalui aplikasi juga menjadi daya tarik calon penumpang. Jangan sampai membuat penumpang menjadi kurang nyaman dengan performa aplikasi yang buruk.","0","1","0","0","0","0","0","0","0","0","0","1"
"Setelah di-update jadi lemot buka aplikasinya. Payah, buka app loadingnya lama. ðŸ‘‡ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"Diperbarui mala jadi lemot banget,tiap mbuka apk harus login lagi login lagi,mohon ditingkatkan lagi pelayananya","0","1","0","0","0","0","0","0","0","0","0","0"
"Aneh banget ini aplikasi, di update malah makin buruk. Gabisa dipake sama sekali. Gabisa masuk sama sekali terus aja muter. Bukannya makin bagus! Lemoooott! Tiap masuk langsung nge logout. Minta verifikasi trs. Udah masukin nomor verifikasi tetep aja muter malah minta verifikasi lagi. Terus aja gitu. Bukannya mempermudah malah bikin emosi.","0","1","0","0","0","0","0","0","0","0","0","0"
"Makin ga jelas aplikasinya, bikin promo ga jelas juga gan","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah diupdate jd ngebug. Lama","0","1","0","0","0","0","0","0","0","0","0","0"
"TAMBAH LEMOT","0","1","0","0","0","0","0","0","0","0","0","0"
"Udah minta update, Malah lemot sama login susah","0","1","0","0","0","0","0","0","0","0","0","0"
"Parah setelah di update malah tidak bisa di buka aplikasinya, bukannya mempermudah malah jadi mempersulit","0","1","0","0","0","0","0","0","0","0","0","0"
"Tiba tiba aupdate terus login kembali ke email yang dulu gak bisa masuk lagi apa gak bisa daftar lagi pakek email baru","0","1","0","0","0","0","0","0","0","0","0","1"
"lemot paraaaaaaah aplikasinya!","0","1","0","0","0","0","0","0","0","0","0","0"
"Makin ribet, malah downgrade.. mau cari kereta harus klik dulu keretanya untuk tau ketersediaan kursi. Msh enak aplikasi yg dulu. Lgsg terlihat ketersediaan kursinya","0","1","0","1","0","0","0","0","0","0","0","0"
"Lemoottt banget stuck gk bisa ngapa2in padahal jaringan full. Setiap ada flash sale selalu eror :(","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa si ini setelah Update kok malah makin lemot, saat masuk ke apk nya jga lemot, yg mau bli tiket atau mau bepergian naik Kereta jdi terhambat apalagi yg mau pergi kerja. Tolong di perbaiki lgi ðŸ™","0","1","0","1","0","0","0","0","0","0","0","0"
"payah mau pesen tiket aja lama bgt, eror mulu","0","1","0","1","0","0","0","0","0","0","0","0"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","0","1","0","1","0","0","0","0","0","0","0","1"
"LEMOTT GAMASUK MASUK SAAT LAGI BUTUH BUTUHNYA","0","1","0","0","0","0","0","0","0","0","0","0"
"Penggunaan jadi lebih mudah dan ringan","1","0","0","0","0","0","0","0","0","0","0","0"
"Setelah di update, mau buka apk nya jadi lama bgt","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagaimana mau pesen tiket, aplikasinya sangat lelet ðŸ¤¦","0","1","0","0","0","0","0","0","0","0","0","0"
"Tidak memberikan kemudahan customer update an yg baru ini. Maaf bintang 1. Lebih suka aplikasi sebelumnya karena lbh banyak dan mudah dimengerti oleh customer/pengguna","0","1","0","0","0","0","0","0","0","0","0","0"
"Hampir telat kereta karena otomatis update, update terakhir justru makin buruk, sangat lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Abis di update lemoooottttttttt","0","1","0","0","0","0","0","0","0","0","0","0"
"masih lemot padahal jaringan/wifi bagus","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi nya Lemot banget , malah makin lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Kakak ini gimana ko update otomatisðŸ˜­, pas masuk lagi tiket saya hilanggg mana perjalanan buat hari sabtu kakkðŸ˜­ rugi uang dongg saya masih mahasiswa belom punya uang kakkkðŸ˜­","0","1","0","0","0","0","0","0","0","0","0","0"
"Tidak sesuai yang di harapkan. Aplikasi tambah lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"ini kai acces yg baru lemot bgt ke logout teruss pas mau masuk lagi malah gagal pdahal sinyal lancar","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi gak jelas","0","1","0","0","0","0","0","0","0","0","0","0"
"Gimna sihhh iniðŸ˜­ makin susah masuk aj, harus log in teruss mana setiap hari pulang pergi kerja harus naek keretaðŸ˜ŒðŸ˜Œ tolong di benahi dong katanya lebih mudah, tapi nyatanyaðŸ¤","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update jadi susah login, butuh waktu yang amat sangat lama itupun gak berhasil juga untuk login. Udh terlanjur kesel saya uninstall lagi aja","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update jadi kacau ini aplikasi, susah akses, not responding, slow banget buat buka apk.. Mohon perbaikannyaðŸ™ kalau bisa mending pake versi lama lebih enak","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi lemot, bukannya mempermudah malah mempersulit, bapak saya sampe debat sama security stasiun gara2 gabisa pesen tiket, tolong di perbaiki lagi, kalo bisa evaluasi besar2an biar penumpang ga banyak yg di rugikan","0","1","0","1","0","0","0","0","0","0","0","0"
"Hallo min, kenapa ya pas udah di update, si aplikasinya jadi susah dibuka dan sering mentok logo kai nya terus. Tolong cepet diperbaiki dong aplikasinya.","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa aplikasinya jadi ribet begini ,,,,,susah masuknya lagi tolong diperbaiki lagi","0","1","0","0","0","0","0","0","0","0","0","0"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","0","1","0","1","0","0","0","0","0","0","0","1"
"Kepada admin mohon bantuannya, saya terkendala tidak dapat login bila menggunakan provider jaringan tri","0","1","0","0","0","0","0","0","0","0","0","0"
"Login aja susah bgt apalagi mau beli tiket ðŸ˜­ðŸ˜­ ko apk nya stlah d update ga berjalan dgn baik","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah update malah makin gak praktis, Kalo sudah habis ya jangan di display di atas lah,","0","1","0","0","0","0","0","0","0","0","0","0"
"Mudah, lancar pembayarannya....yg tdk punya atm ,bisa melalui indomart,alfamart.....mantap","0","1","0","0","0","1","0","0","0","0","0","0"
"Abis di update bukannya makin bagus malah makin aneh bobrok banget ditambah ada event promo agustusan akun ke log out sendiri gabisa di akses. dimana2 update aplikasi makin bagus kok malah makin makin bobrok","0","1","0","0","0","0","0","0","0","0","0","0"
"Pas habis update malah makin susah buat masuk ngga ada otak klo sebelum update masih gampang ini beda nihðŸ—¿","0","1","0","0","0","0","0","0","0","0","0","0"
"Saat dibutuhkan, malah Error. Jadinya ketinggalan kereta. Harusnya Aplikasi Transportasi Umum lebih canggih dan cepat, karena terpaut waktu","0","1","0","0","0","0","0","0","0","0","0","0"
"Sesudah d update malah sering ngblank + sering logout sendiri","0","1","0","0","0","0","0","0","0","0","0","0"
"Yang baru semakin lemot dan eror, mohon diperbaiki","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini gimana , tiket udah d psen,tiba2 minta upgrade apk nya,stelah d install malah ngga bisa masuk,udah berkali-kali masuk tetep ngga bisa juga ...pak terbaru nya kagak jelas, tlong bantu nya supaya bisa masuk login...","0","1","0","1","0","0","0","0","0","0","0","0"
"Kenapa semakin di upgrade semakin lemot kai ini mana apk makin susah","0","1","0","0","0","0","0","0","0","0","0","0"
"Sejak diupdate malah makin susah Aplikasinya. Lemot sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Malahan gk bisa menyelesaikan sampai step terakhir. Semoga ada update berikutnya dan bikin gk merepotkan. Ini update merepotkan sekali. Mohon dikondisikan min.","0","1","0","0","0","0","0","0","0","0","0","0"
"App nya lemmot bgt emang ya? Mau bikin sandi juga susah bgt, rempong, sebel aku, setiap ganti sandi selalu tdk disetujui, knp si app iniðŸ˜­","0","1","0","0","0","0","0","0","0","0","0","0"
"Kayaknya sudah normal. Sukses Access by KAI","1","0","0","0","0","0","0","0","0","0","0","0"
"Habis di update malah makin lemoooottttttt mau mesen tiket kereta jadi susahh ini tolong perbaiki dong!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemotnya minta ampun.. Bagaimana mau melayani publik kalo gini....tolong diperbaikilah segalanya... Mkasih.","0","1","0","0","0","0","0","0","0","0","0","0"
"tampilan ok pemesanan cepat lgsung dapat","1","0","0","0","0","0","0","0","1","0","0","0"
"Susah banget dibuka, ujung2nya dateng ke loket menyebalkan apalagi kalau waktu mepet","0","1","0","0","0","0","0","0","0","0","0","0"
"Sekarang Jadi Lemooottt","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi lemot","0","1","0","0","0","0","0","0","0","0","0","0"
