,ulasan,label
54,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
55,sy suka kai mobile upgrafe lwbih ribet sesimple apk kai sblmnya sudh habis tampilkan list udh habis tp masi muncul list,Konflik
56,update lancar lemot seblumnya masuk apk lemot bgt sekarnang bli bepergian kereta jdi mudah pergi kerja,Konflik
57,lucu lemot parah,Positif
58,mempermudah mempersulit kasian orang awam apk kai access,Negatif
59,msh blm familiar barunya,Konflik
60,versi terbaru buruk login via email no hp muter sampe berkecambah,Negatif
61,update lemot masuk segi oke performanya,Positif
62,ok cepat lgsung,Positif
63,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
64,ribet orang tua menyusahkan ui ux sederhana,Negatif
65,update lancar buka aplikasinya langsung satset tpi antarmukanya bagusan,Negatif
66,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif
67,aplikasinya mempermudah bagus,Positif
68,jadwal sholat versi,Netral
69,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
70,update kemarin bagus friendly user parah bayar habis mencet metode tolong menu reschedule refund dimunculkan berubah keberangkatan membantu ulasan kasih bintang smg tim kai memperbaiki,Konflik
71,upgrade lancar pesen mudah tapilan mordern suka bgt fress,Positif
72,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
73,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif
74,kai update otomatis hp seltah buka ccoba versi barunya emang user freandly syaa langsung pesan untk kebernagkatan surabaya commuterline pencarian bayarnya mudah bettt lancar suwun kai,Positif
75,tampilannya bagus masuk mbuat emosi banget,Positif
76,fresh ampun loadingnya,Positif
77,bagus update stabil efisien,Positif
78,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
79,tampilannya bagus masuk mbuat emosi banget,Positif
80,sy sadar apk upgrade tampilannya bagus lemot skli ngebug pesen kota tersedia gmna bagusan sy lihat balasan adminnya suruh update log udah sy coba ajaaaaaa apk versi pling terbaru,Konflik
81,poin review kai access access by kai mencolok opsi railfood layanan masuk biarkan dipesan efisien raya trafic padat dikejar pemilihan kursi denah kursi scroll ramah penggunaan kiga opsi gerbong dibawah,Negatif
82,barunya bingung,Negatif
83,jarang banget ngasi ulasan gini tp fix super lemot banget kukira tampilannya doang buka apk lemot poll kek gini bur buka pas scan barcode,Positif
84,poin review kai access access by kai mencolok opsi railfood layanan masuk biarkan dipesan efisien raya trafic padat dikejar pemilihan kursi denah kursi scroll ramah penggunaan kiga opsi gerbong dibawah,Negatif
85,poin review kai access access by kai mencolok opsi railfood layanan masuk biarkan dipesan efisien raya trafic padat dikejar pemilihan kursi denah kursi scroll ramah penggunaan kiga opsi gerbong dibawah,Negatif
86,samsung pro slide lihat jadwal pesan duduk kereta pesan tolong bantu akses hp layar,Netral
87,upgrade lancar pesen mudah tapilan mordern suka bgt fress,Positif
88,kai update otomatis hp seltah buka ccoba versi barunya emang user freandly syaa langsung pesan untk kebernagkatan surabaya commuterline pencarian bayarnya mudah bettt lancar suwun kai,Positif
89,lemot parah,Negatif
90,update ringan cepat ux lihat detail harga inovasinya bagus,Positif
91,aplikasinya mempermudah bagus,Positif
92,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Negatif
93,darisegi perfroma lbh versi seblmunya suka bgt barunya,Positif
94,udah update versi terbaru tampilanya gemesssss banget sukaa lancarr banget,Positif
95,semenjak update berat ui nyaman,Negatif
96,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
97,update bagus bagus bgt tampulannya,Positif
98,ok cepat lgsung,Positif
99,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
100,ok cepat lgsung,Positif
101,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
102,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Positif
103,udah update ui kualitas buruk lihat jadwal krl jalur rangkas tanah abang,Negatif
104,bagus enak diliat gua lemot tampilannya enteng apk berat,Positif
105,abis update tampikan bagus lancar mw cari gampang,Positif
106,update lancar antarmukanya bagusan,Negatif
107,memudahkan,Positif
108,bagus update kulitas versi,Positif
109,fresh ampun loadingnya,Konflik
110,bagus mudah nyaman,Positif
111,fresh ampun loadingnya,Positif
112,mudah ruwet,Konflik
113,suka app,Negatif
114,ramah user interface,Negatif
115,buruk,Negatif
116,thanks intuitif,Positif
117,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
118,barunya bingung,Negatif
119,bagus update kulitas versi,Positif
120,ok cepat lgsung,Positif
121,memudahkan,Positif
122,bagus banget update bug lancar banget,Negatif
123,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
124,ok cepat lgsung,Positif
125,update user friendly ribet qris udah detect bayar perlua laama bayarnya cpeet langsugn sleesai,Positif
126,update bagus bagus bgt tampulannya,Positif
127,update susah tampilannya pusing repot lg scan barcode qris bs download pake hp kecewaaa,Negatif
128,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
129,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
130,update gabisa masuk segi oke performanya buruk,Konflik
131,simple,Negatif
132,mempermudah mempersulit kasian orang awam apk kai access,Negatif
133,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif
134,thanks intuitif,Positif
135,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
136,ui jelek simpel elegan,Konflik
137,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
138,buruk,Negatif
139,buka aplikasinya langkah prosesnya banget berbeda cepat kehalaman utama semoga diperbaiki terimakasih,Konflik
140,iya lancar efektif pemilihan kursi kursi mending efektif efisien,Negatif
141,tampilannya bagus masuk mbuat emosi banget,Konflik
142,jarang banget ngasi ulasan gini tp fix super lemot banget kukira tampilannya doang buka apk lemot poll kek gini bur buka pas scan barcode,Positif
143,pliss kai perbaiki apknya secepatmyaaaaa updet bnr bnr apk membantu beli lokal hrus pake apk gk pas beli lemooootttt banget penampilan bagus fungsional tolong banget perbaiki pagi telat kereta gk gra gra lemot apknya lemotnya pas log innya milih tiketnya dll dikasih mnit bayar abis loading udh ganti provider ttp,Positif
144,update user friendly ribet qris udah detect bayar perlua laama bayarnya cpeet langsugn sleesai,Positif
145,ok cepat lgsung,Positif
146,tampilannya suka iconic,Negatif
147,bagus banget update bug lancar banget,Negatif
148,bagus benr bagus performa,Positif
149,buruk,Negatif
150,aplikasinya mempermudah bagus,Positif
151,jarang banget ngasi ulasan gini tp fix super lemot banget kukira tampilannya doang buka apk lemot poll kek gini bur buka pas scan barcode,Positif
152,udah maakin lancar lemot enak kayak perpaduan warna cocok,Negatif
153,mempermudah mempersulit kasian orang awam apk kai access,Negatif
154,update segi ui bagus eror,Positif
155,memudahkan,Positif
156,update colourfull lengkap jadwal commuterline suka versi kai performnya meningkt cepet,Positif
157,mempermudah mempersulit kasian orang awam apk kai access,Negatif
158,ramah user interface,Negatif
159,aplikasinya mempermudah bagus,Positif
160,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif
161,update bagus bagus bgt tampulannya,Positif
162,update parah bug loading lemot update data nik berubah gmn team,Negatif
163,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif
164,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif
165,versi terbaru access by kai versi modern colorful saran tambahkan perbaiki bug maju kai,Positif
166,pecat ui ux designernya sumpah ui bagus ux jelek ui ux designernyagausah ngide modal bagusin user journey diperhatiin ribet belajar ui ux,Negatif
167,update lancar bangett enak menu aplikasinya,Negatif
168,mata nyaman warna biru khas kai ungu,Negatif
169,ko enak update ruwet,Negatif
170,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
171,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
172,update nyaman ribet tolong tampilkan harga kelas nama kereta menyusahkan tolong kembalikan filter kelas filter pencarian,Positif
173,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
174,update bagus bagus bgt tampulannya,Positif
175,update bagus bagus bgt tampulannya,Positif
176,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif
177,thanks intuitif,Positif
178,kirain bagus jelek login idnum already exist kayak gini gimana pesan tiketnya aplikasinya,Negatif
179,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Positif
180,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
181,udahh lancar banget beli cari enak dipandaang ux terbaru,Positif
182,penyegaran ui ux sngt membantu teruss tingkatkan pelayanan pengembangan terima masukan dri user jadikan bahan evaluasi lbih lgi,Positif
183,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Negatif
184,upgrade lancar pesen mudah tapilan mordern suka bgt fress,Positif
185,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif
186,kirain bagus jelek login idnum already exist kayak gini gimana pesan tiketnya aplikasinya,Negatif
187,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Positif
188,keren mudah deh pesan bepergian semangat sahabat kai,Positif
189,mohon maaf bagus ui ui lemot dibuka butuh menitan masuk halaman home mohon diperbaiki secepatnya mempersulit penumpang boarding stasiun terimakasih,Konflik
190,udah update ui kualitas buruk lihat jadwal krl jalur rangkas tanah abang,Negatif
191,bagus mudah nyaman,Positif
192,update besaran kai bagus respon cepat ui keren kekurangan metode wallet opsi ovo kedepan wallet gopay shopeepay dana virtual account,Positif
193,iya lancar efektif pemilihan kursi kursi mending efektif efisien,Negatif
194,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
195,aplikasinya mempermudah bagus,Positif
196,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
197,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
198,bagus mudah nyaman,Positif
199,udah maakin lancar lemot enak kayak perpaduan warna cocok,Negatif
200,ribet orang tua menyusahkan ui ux sederhana,Negatif
201,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
202,bagus banget update bug lancar banget,Negatif
203,keren mudah deh pesan bepergian semangat sahabat kai,Positif
204,ko enak update ruwet,Negatif
205,ramah pengguna,Netral
206,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
207,update lancar bangett enak menu aplikasinya,Negatif
208,bagus mudah nyaman,Positif
209,interface ramah update ngga suka bgtt mata sakit menarik untung lancar pesen mudah bayarnya pake ovo user ovo bangwt,Negatif
210,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
211,keren mudah deh pesan bepergian semangat sahabat kai,Positif
212,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif
213,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif
214,upgrade lancar pesen mudah tapilan mordern suka bgt fress,Positif
215,gk suka skrng riweh dikit suka lemottt trs pesen cpt skrng pencet dlu please ayo balikin kaya duluuuuu lagii,Konflik
216,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
217,update lemot masuk segi oke performanya,Positif
218,fresh ampun loadingnya,Positif
219,semenjak pembaruan ngelag touchscreen responsif lancar suka jg ama tambahnnya app multifungsi,Positif
220,tampilannya suka iconic,Negatif
221,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
222,maaf komplain programmer mendesain ui ux access suka data stored responsif versi,Konflik
223,ok cepat lgsung,Positif
224,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
225,cari menyusahkan drop down available versi sblm sorting available harga tersorting judul saran dikembalikan versi,Negatif
226,cari menyusahkan drop down available versi sblm sorting available harga tersorting judul saran dikembalikan versi,Negatif
227,bagus enak diliat gua lemot tampilannya enteng apk berat,Positif
228,update segi ui bagus eror,Positif
229,lengkap sulit mengoprasikan ribet efisien enak apk update filter nama kereta buruk banget lemot banget fokus apk khusus kai,Negatif
230,sadar pembaruan kai access access by kai kirain ngga sengaja uninstall taunya ganti nama fiturnya iconnya udah enak udah bener layanan pesen doang jual pulsa data bayar listrik app berat pesen susah daftar stasiunnya nggak muncul,Konflik
