,ulasan,label
21,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
22,masuk lancar bgt proses lancar butuh cepet super lancar,Positif
23,update bermasalah login pengisian kode otp loading menunggu block jam masukkan kode otp qris kode qris kunjung muncul bayar jenis kelamin diubah direfresh jenis kelamin salah tertukar laki perempuan penumpang,Negatif
24,update lancar bangettt rada lemot pesen bayrnya lbh mudah skrang,Positif
25,update user friendly ribet qris udah detect bayar perlua laama bayarnya cpeet langsugn sleesai,Positif
26,ribet pake kaipay mempermudah user kai pesen tikt fiturbarunya satset parah,Positif
27,segi performa kai accsess terbaru lbih seblumnya booking tiekt mudah bayarnya pake qris fiturbuat pesen hotel lengkap,Positif
28,segi performa kai accsess terbaru lbih seblumnya booking tiekt mudah bayarnya pake qris fiturbuat pesen hotel lengkap,Positif
29,diperbarui garibet pesen lemot lbih mudah beli skrng hhh seblumnya thx,Positif
30,interface ramah update ngga suka bgtt mata sakit menarik untung lancar pesen mudah bayarnya pake ovo user ovo bangwt,Positif
31,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Negatif
32,udah bisapake qris kai access aya suka qris simpel ditambah uga aplikasinya satset,Positif
33,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif
34,updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai susah,Negatif
35,mudah lancar pembayarannya atm indomart alfamart mantap,Positif
36,lancar banget gamapng,Positif
37,update mudah metode dpt ovo link dana,Positif
38,solusi pembelian kereta api mudah,Positif
39,udah bisapake qris kai access aya suka qris simpel ditambah uga aplikasinya satset,Positif
40,upgrade susah mesen tiketnya pesan metode link hp udah terpasang aplikasinya tp disuruh download,Negatif
41,beli koo bayarnya dobel isi saldo kai pay harga kereta api lokal beli orng saldo tinggal dobel begituu tolonggg kai kejelasaannya,Negatif
42,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
43,nggk banget menit update membaik error persingkat detik worth pengguna hp proses loading,Negatif
44,update lancar lemot seblumnya masuk apk lemot bgt sekarnang bli bepergian kereta jdi mudah pergi kerja,Positif
45,update lancar lemot seblumnya masuk apk lemot bgt sekarnang bli bepergian kereta jdi mudah pergi kerja,Positif
46,barunya error pesan gabisa gara bayar time out klik time out logout uninstall ulang tetep gabisa hapus akun gabisa alasannya perjalanan blm selesai beli gabisa gimana solusinya susah beli nyuruh adek pakai akunnya,Negatif
47,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
48,buruk telat menit uang gabisa refund hangus rbu cuman beli angin,Negatif
49,metode terbatas ganti nomor nomor aktif tombol sengaja,Negatif
50,mudah lancar pembayarannya atm indomart alfamart mantap,Positif
51,update bermasalah login pengisian kode otp loading menunggu block jam masukkan kode otp qris kode qris kunjung muncul bayar jenis kelamin diubah direfresh jenis kelamin salah tertukar laki perempuan penumpang,Negatif
52,kai update otomatis hp seltah buka ccoba versi barunya emang user freandly syaa langsung pesan untk kebernagkatan surabaya commuterline pencarian bayarnya mudah bettt lancar suwun kai,Positif
53,may bayar loading seblum performa meningkat,Positif
54,mudah cari pesen kemarin udah transaksi qris sukses besok pp memudahkan bingung,Positif
55,kaai acces sya udah pesen bayar pke qris dana memudahkan banget,Positif
56,mudah cari pesen kemarin udah transaksi qris sukses besok pp memudahkan bingung,Positif
57,apk versi suka udah masuk versi lancr mduah cari pesen tiektnya,Positif
58,kai update otomatis hp seltah buka ccoba versi barunya emang user freandly syaa langsung pesan untk kebernagkatan surabaya commuterline pencarian bayarnya mudah bettt lancar suwun kai,Positif
59,knp bayar pake link,Negatif
60,saran pengurus kai zaman modern digital serba cepat batal pengembalian dana nunggu setahun tf dana,Negatif
61,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Positif
62,update mudah metode dpt ovo link dana,Positif
63,mudah cari pesen kemarin udah transaksi qris sukses besok pp memudahkan bingung,Positif
64,kaai acces sya udah pesen bayar pke qris dana memudahkan banget,Positif
65,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
66,update mudah metode dpt ovo link dana,Positif
67,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
68,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Negatif
69,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
70,ribet pake kaipay mempermudah user kai pesen tikt fiturbarunya satset parah,Positif
71,apk error aneh udah update kayak downgrade qris gagal udak top up dana link ovo tetep aneh banget qris gagal sampe uang habis top up apk tatapi berguna apk lemot banget badahal sinyal kenceng hp spek lumayan aneh banget apk,Negatif
72,kesulitan via qris update aman kendala error,Negatif
73,mudah lancar pembayarannya atm indomart alfamart mantap,Positif
74,upgrade bagus lancar pake qris lancar,Positif
75,proses lokal cepat banget ovo mudah,Positif
76,lancar banget kendala wktu efektif,Positif
77,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
78,update user friendly ribet qris udah detect bayar perlua laama bayarnya cpeet langsugn sleesai,Positif
79,apk versi suka udah masuk versi lancr mduah cari pesen tiektnya,Positif
80,update bermasalah login pengisian kode otp loading menunggu block jam masukkan kode otp qris kode qris kunjung muncul bayar jenis kelamin diubah direfresh jenis kelamin salah tertukar laki perempuan penumpang,Negatif
81,lemot bgtttt abis upgrade tp kualitas downgrade bolak tinggal bayar lemotnya maasyaaallah apasi,Negatif
82,kesulitan via qris update aman kendala error,Negatif
83,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
84,update susah tampilannya pusing repot lg scan barcode qris bs download pake hp kecewaaa,Negatif
85,upgrade bagus lancar pake qris lancar,Positif
86,update mudah metode dpt ovo link dana,Positif
87,upgrade susah mesen tiketnya pesan metode link hp udah terpasang aplikasinya tp disuruh download,Negatif
88,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
89,system basi lemot engginer app basi transfer keburu kiamat otp email bener muncul eror java,Negatif
90,mudah lancar pembayarannya atm indomart alfamart mantap,Positif
91,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
92,apk crash memesan lancar kehabisan pembayarannya mudah menggunaakn qris,Positif
93,updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai susah,Negatif
94,update user friendly ribet qris udah detect bayar perlua laama bayarnya cpeet langsugn sleesai,Positif
95,beli koo bayarnya dobel isi saldo kai pay harga kereta api lokal beli orng saldo tinggal dobel begituu tolonggg kai kejelasaannya,Negatif
96,beli koo bayarnya dobel isi saldo kai pay harga kereta api lokal beli orng saldo tinggal dobel begituu tolonggg kai kejelasaannya,Negatif
97,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
98,,Netral
99,lancar banget kendala wktu efektif,Positif
100,metode terbatas ganti nomor nomor aktif tombol sengaja,Negatif
101,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
102,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif
103,mudah lancar pembayarannya atm indomart alfamart mantap,Positif
104,mudah cari pesen kemarin udah transaksi qris sukses besok pp memudahkan bingung,Positif
105,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif
106,beli koo bayarnya dobel isi saldo kai pay harga kereta api lokal beli orng saldo tinggal dobel begituu tolonggg kai kejelasaannya,Negatif
107,diupdate beli mudah lancar ui diperbaiki jg keren versi versi bagus banget performanya,Positif
108,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
109,apk versi suka udah masuk versi lancr mduah cari pesen tiektnya,Positif
110,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
111,upgrade susah mesen tiketnya pesan metode link hp udah terpasang aplikasinya tp disuruh download,Negatif
112,kai access udah update errornya udah ngga erorr udah normal pesen dll,Positif
113,lemot batal bayar karna loading limit habis,Negatif
114,update step by step lemooottttt bangetttttttt yaallah gimana buru abis lemotnyaaaaaaaaa,Negatif
115,lemot udah bayar muncul,Negatif
116,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
117,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Negatif
118,masuk lancar bgt proses lancar butuh cepet super lancar,Positif
119,apk crash memesan lancar kehabisan pembayarannya mudah menggunaakn qris,Positif
120,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
121,kaai acces sya udah pesen bayar pke qris dana memudahkan banget,Positif
122,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
123,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Positif
124,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif
125,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Negatif
126,mudah cari pesen kemarin udah transaksi qris sukses besok pp memudahkan bingung,Positif
127,masuk lancar bgt proses lancar butuh cepet super lancar,Positif
128,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
129,update besaran kai bagus respon cepat ui keren kekurangan metode wallet opsi ovo kedepan wallet gopay shopeepay dana virtual account,Negatif
130,apk versi suka udah masuk versi lancr mduah cari pesen tiektnya,Positif
131,upgrade susah mesen tiketnya pesan metode link hp udah terpasang aplikasinya tp disuruh download,Negatif
132,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
133,metode terbatas ganti nomor nomor aktif tombol sengaja,Negatif
134,update bagus emosi wallet susah password ovo muncul gagal update ovo kesel banget bagus kai access versi,Negatif
135,semenjak upgrade lancar memudahkan,Positif
136,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
137,mudah lancar pembayarannya atm indomart alfamart mantap,Positif
138,kesulitan via qris update aman kendala error,Negatif
139,udah jam beli muter trus loding loding kasih ulang ulang kadaluarsa loding,Negatif
140,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
141,diperbarui garibet pesen lemot lbih mudah beli skrng hhh seblumnya thx,Positif
142,upgrade bagus lancar pake qris lancar,Positif
143,solusi pembelian kereta api mudah,Positif
144,interface ramah update ngga suka bgtt mata sakit menarik untung lancar pesen mudah bayarnya pake ovo user ovo bangwt,Positif
145,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
146,solusi pembelian kereta api mudah,Positif
147,segi performa kai accsess terbaru lbih seblumnya booking tiekt mudah bayarnya pake qris fiturbuat pesen hotel lengkap,Positif
148,dibandingin kai beda bgt segi performa lancar pesen bayarnya tmpilannya menarik ditambah terbaru bermanfaat bangett,Positif
149,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
150,ok banget sayang metode dibatasi kartu debit mandiri ovo mohon tambahin ewallet gopay dana debit bri mandiri bca,Negatif
151,ok banget sayang metode dibatasi kartu debit mandiri ovo mohon tambahin ewallet gopay dana debit bri mandiri bca,Negatif
152,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
153,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
154,lancar banget kendala wktu efektif,Positif
