,ulasan,label
84,fiturnya ribet membingungkan simpel,Negatif
85,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
86,update login aman cek aman smooth hpku kentang lho,Positif
87,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif
88,ribet orang tua menyusahkan ui ux sederhana,Negatif
89,update bagus buruk simpel praktis iklan,Negatif
90,tujuannya nampilin promo tp tersedia bagus mudah versi,Negatif
91,ringan mudah penambahan fiturnya lengkap,Positif
92,update bagus buruk simpel praktis iklan,Negatif
93,pembaruan oke buruk,Negatif
94,aplikasinya mempermudah bagus,Positif
95,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
96,update mulu semenjak susah diakses ribet fiturnya,Negatif
97,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
98,bagus update stabil efisien,Negatif
99,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
100,mudah gampang pahami terbaru,Positif
101,tampilannya bagus masuk mbuat emosi banget,Negatif
102,bnyak menu lemot aplikasinya,Negatif
103,terpercaya,Positif
104,lemot banget masuk menu home,Negatif
105,mudah memakai pergi repot ngntri lbh cepat jg,Positif
106,perbaharui susah buka nyusahin,Negatif
107,susah bs pesan klik bagus versi,Negatif
108,lemooooooooooooottttttt bangettttttttt buka loadingnya jaringan bangus aplikasinya upgrade buka masukin otp email sms kasih otp,Negatif
109,aplikasinya mempermudah bagus,Positif
110,kecewa banget kereta suka macet menghambat perjalanan,Negatif
111,lemooooooooooooottttttt bangettttttttt buka loadingnya jaringan bangus aplikasinya upgrade buka masukin otp email sms kasih otp,Negatif
112,beli pake trus cek ilang pertanggungjawabannya gimana,Negatif
113,sertifikat vaksin kerat jarak,Konflik
114,upgrade terbaru memuaskan program berubah lebihh memuaskan mudah terbaru sblum,Positif
115,semenjak update berat ui nyaman,Positif
116,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
117,update bagus bagus bgt tampulannya,Positif
118,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
119,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Positif
120,kerenn,Positif
121,akses eror gara eror manual stasiun,Negatif
122,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
123,ribet pengoperasiannya,Negatif
124,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
125,update ribet,Negatif
126,lemot banget buka loadingnya jaringan bangus aplikasinya upgrade,Negatif
127,bagus enak diliat gua lemot tampilannya enteng apk berat,Positif
128,bagus banget update bug lancar banget,Positif
129,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
130,apk error aneh udah update kayak downgrade qris gagal udak top up dana link ovo tetep aneh banget qris gagal sampe uang habis top up apk tatapi berguna apk lemot banget badahal sinyal kenceng hp spek lumayan aneh banget apk,Negatif
131,mantap beli commuter kai acces mempermudah pengguna yeay terimakasih,Positif
132,habis terganggu lemot ganti kursi penumpang niat email kirim cek disitu video kendalanya merespon bot pesan ka lokal eror tolong perbaiki,Negatif
133,bagus update kulitas versi,Negatif
134,buka masukin otp email sms kasih otp,Negatif
135,request kai acces reschedule perjalanan gitu mubazir bepergian thanks,Konflik
136,update bagus buruk simpel praktis iklan,Negatif
137,upgrade bagus lancar pake qris lancar,Positif
138,berat bnget aplikasinya jadwal krl lengkap update buka menit device samsung galaxy game berat,Konflik
139,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
140,kai pancen oke,Positif
141,senang pembaruan kai accesa update no hp gagal terbaru membantu pengguna performanya canggih cepet,Positif
142,bagus update kulitas versi,Negatif
143,proses mudah memakan memakan wkatu versi,Positif
144,upgrade terbaru memuaskan program berubah lebihh memuaskan mudah terbaru sblum,Positif
145,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
146,updetan versi terbaru bner bagus deh galemot banget sanagat memudhakan versi,Positif
147,aplikasinya familiar mending,Negatif
148,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif
149,keliru pengaturan batas kai pay qris linkaja batas tertera memunculkan notifikasi error kadaluwarsa habis langsung klik bayar mohon diperbaiki,Netral
150,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
151,otomatis terupdate versi memudahkan lancar pesan mudah kearena pp kerja commuter,Positif
152,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif
153,update lemot mending pakai bagus diganti semarwut unfaedah saran kembalikan mudah nyaman bagus,Negatif
154,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
155,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Positif
156,update bagus bagus bgt tampulannya,Positif
157,selaraskan kebijakan keandalan aplikasinya peraturan calon penumpang kereta lokal pesan aplikasinya andalkan kecepatan pelayanan daya tarik calon penumpang penumpang nyaman performa buruk,Negatif
158,bagus update bobrok,Negatif
159,update susah tampilannya pusing repot lg scan barcode qris bs download pake hp kecewaaa,Negatif
160,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
161,update login aman cek aman smooth hpku kentang lho,Positif
162,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
163,aplikasinya kebanyakan fiture jembot kebanyakan kreatif aplikasinya sampe gabisa pakai,Negatif
164,good,Positif
165,upgrade bagus lancar pake qris lancar,Positif
166,bagus banget update bug lancar banget,Positif
167,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif
168,akses eror gara eror manual stasiun,Negatif
169,selaraskan kebijakan keandalan aplikasinya peraturan calon penumpang kereta lokal pesan aplikasinya andalkan kecepatan pelayanan daya tarik calon penumpang penumpang nyaman performa buruk,Negatif
170,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
171,sesuai harapan,Positif
172,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
173,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
174,aplikasinya mudah bagus lemot,Positif
175,updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai susah,Negatif
176,apk ngebantu bangettt butuh cepettt kereta ditambah order makanan via apk,Positif
177,beli pake trus cek ilang pertanggungjawabannya gimana,Negatif
178,kemudahan customer update an bintang update an terbarunya kai udah lemot jos mantp is best lancar jaya suka terbaru mudah dimengerti customer pengguna,Positif
179,pliss kai perbaiki apknya secepatmyaaaaa updet bnr bnr apk membantu beli lokal hrus pake apk gk pas beli lemooootttt banget penampilan bagus fungsional tolong banget perbaiki pagi telat kereta gk gra gra lemot apknya lemotnya pas log innya milih tiketnya dll dikasih mnit bayar abis loading udh ganti provider ttp,Negatif
180,update bagus buruk simpel praktis iklan,Negatif
181,best,Positif
182,update mulu semenjak susah diakses ribet fiturnya,Negatif
183,bagus benr bagus performa,Positif
184,update bagus bagus tema warna gelap,Positif
185,aplikasinya mempermudah bagus,Positif
186,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
187,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
188,update segi ui bagus eror,Negatif
189,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
190,hah gabisa dibuka samsek daritadi buka muncul logone tok berfungsi samsek,Negatif
191,aplikasinya mempermudah bagus,Positif
192,mudah ribet ganti jadwal pembatalan,Positif
193,update bagus bagus bgt tampulannya,Positif
194,versi terbaru access by kai versi modern colorful saran tambahkan perbaiki bug maju kai,Positif
195,pecat ui ux designernya sumpah ui bagus ux jelek ui ux designernyagausah ngide modal bagusin user journey diperhatiin ribet belajar ui ux,Negatif
196,memudahkan traveling cepat pendukung suka travelling,Positif
197,butuh ma akses kereta males bgt make app minggu loading trs eror trs org buru bner bkin emosi pas nyampe stasiun disuruh loket loket disuruh petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta lg buru org gbs beli diloket benerin app ngerugiin orang,Negatif
198,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
199,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
200,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
201,kai access udah update errornya udah ngga erorr udah normal pesen dll,Positif
202,diperbarui bagus lancar trus fiturnya lengkap pesen kereta seklain pesen hotel beli kuota internet,Positif
203,meng operasikan mending offline aj tiadakan offline,Negatif
204,update bagus bagus bgt tampulannya,Positif
205,update bagus bagus bgt tampulannya,Positif
206,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif
207,good job kai aplikasinya lancar banget cepat bgt upgrade mudah diakses,Positif
208,upgrade an kai access,Netral
209,update login aman cek aman smooth hpku kentang lho,Positif
210,diupdate lancar bgt memudahkan,Positif
211,kirain bagus jelek login idnum already exist kayak gini gimana pesan tiketnya aplikasinya,Negatif
212,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Positif
213,masuk lancar bgt proses lancar butuh cepet super lancar,Positif
214,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
215,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
216,penyegaran ui ux sngt membantu teruss tingkatkan pelayanan pengembangan terima masukan dri user jadikan bahan evaluasi lbih lgi,Negatif
217,update versi terbaru nggak dibuka gimana yaaaa,Konflik
218,bnyak menu lemot aplikasinya,Negatif
219,apk ngebantu bangettt butuh cepettt kereta ditambah order makanan via apk,Positif
220,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
221,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
222,kirain bagus jelek login idnum already exist kayak gini gimana pesan tiketnya aplikasinya,Negatif
223,senang pembaruan kai accesa update no hp gagal terbaru membantu pengguna performanya canggih cepet,Positif
224,keren mudah deh pesan bepergian semangat sahabat kai,Positif
225,apk membantu detail kendala loadingnya cek jadwal commuter line susah mencari nama stasiun memakan loading hasil pencarian,Negatif
226,masuk lancar bgt proses lancar butuh cepet super lancar,Positif
227,fiturnya ribet membingungkan simpel,Negatif
228,keren nyaman aplikasinya serig pesen pake kai acces,Positif
229,byk plusnya metode jg banyk beli mudah bgt lacar jg,Positif
230,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
231,kai gapernah bener emang gimanasih tim elah,Negatif
232,bagus lancar pemuda pesan,Positif
233,reduksi harga dihilangkan lemot ciri khas bumn bgt,Negatif
234,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
235,habis terganggu lemot ganti kursi penumpang niat email kirim cek disitu video kendalanya merespon bot pesan ka lokal eror tolong perbaiki,Negatif
236,upgrade ribet mending pakai mudah,Konflik
237,aplikasinya mempermudah bagus,Positif
238,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
239,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
240,fiturnya ribet membingungkan simpel,Negatif
241,ribet orang tua menyusahkan ui ux sederhana,Negatif
242,apk berat banget benerin pergi pergi kereta susah update apk rusak,Negatif
243,udah chat login cs kelanjutan,Netral
244,update terbaru oke kualitasnya bagus banget load pas buka appnya pas lancar banget pembayarannya mudah butuhkan cepet simple mudah,Positif
245,keren mudah deh pesan bepergian semangat sahabat kai,Positif
246,alhamdulilah kali perjalanan pesan apk lancar jaya kendala apapun loket cekin barkot online mencerak print semoga sukses kai,Positif
247,lancar pesen kereta bookng hotel kai sekrang,Positif
248,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif
249,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif
250,kaiacces update simpel mempermudah lancar lemot,Positif
251,diperbarui garibet pesen lemot lbih mudah beli skrng hhh seblumnya thx,Positif
252,butuh ma akses kereta males bgt make app minggu loading trs eror trs org buru bner bkin emosi pas nyampe stasiun disuruh loket loket disuruh petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta lg buru org gbs beli diloket benerin app ngerugiin orang,Negatif
253,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif
254,apk membantu detail kendala loadingnya cek jadwal commuter line susah mencari nama stasiun memakan loading hasil pencarian,Negatif
255,upgrade bagus lancar pake qris lancar,Positif
256,mantap beli commuter kai acces mempermudah pengguna yeay terimakasih,Positif
257,beli pake trus cek ilang pertanggungjawabannya gimana,Negatif
258,keren mudah deh pesan bepergian semangat sahabat kai,Positif
259,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Positif
260,lancar pesen kereta bookng hotel kai sekrang,Positif
261,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Positif
262,update bagus lemot jaringan susah masuk gakjelas,Konflik
263,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
264,online aplikasinya disiapin sampe mateng bug lemot aplikasinya optimal bug susah masuk lemot ko udah maen beli online kasian orang kereta dibikin ribet engga bumn kerjanya ko gini,Negatif
265,aplikasinya mudah bagus lemot,Positif
266,ringan mudah penambahan fiturnya lengkap,Positif
267,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
268,versi mempermudah pelanggan versi mempersulit pelanggan tolong diperbaiki,Konflik
269,beli pake trus cek ilang pertanggungjawabannya gimana,Negatif
270,terupdate otomatis tampilannya skrg ribet bingung simpel update mempermudah,Negatif
271,cari menyusahkan drop down available versi sblm sorting available harga tersorting judul saran dikembalikan versi,Negatif
272,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
273,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
274,aplikasinya kebanyakan fiture jembot kebanyakan kreatif aplikasinya sampe gabisa pakai,Negatif
275,habis terganggu lemot ganti kursi penumpang niat email kirim cek disitu video kendalanya merespon bot pesan ka lokal eror tolong perbaiki,Negatif
276,cari menyusahkan drop down available versi sblm sorting available harga tersorting judul saran dikembalikan versi,Negatif
277,bagus enak diliat gua lemot tampilannya enteng apk berat,Positif
278,update segi ui bagus eror,Negatif
279,update bagus memudahkan wallet mudah bagus dripada kai access versi,Positif
280,update log in butuh verifikasi sms hp tpi bgt kirim otp sms mlh lock akun hadeh gmn sii,Konflik
