,ulasan,label
57,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif
58,ribet orang tua menyusahkan ui ux sederhana,Negatif
59,coba dihilangkan nggak relate kai kayak beli paket data pulsa token listrik efisien mengurangi beban server nggak overload ngakses war,Negatif
60,update bagus buruk simpel praktis iklan,Negatif
61,tujuannya nampilin promo tp tersedia bagus mudah versi,Negatif
62,ringan mudah penambahan fiturnya lengkap,Positif
63,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif
64,update bagus buruk simpel praktis iklan,Negatif
65,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
66,update mulu semenjak susah diakses ribet fiturnya,Negatif
67,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
68,update bermasalah login pengisian kode otp loading menunggu block jam masukkan kode otp qris kode qris kunjung muncul bayar jenis kelamin diubah direfresh jenis kelamin salah tertukar laki perempuan penumpang,Negatif
69,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif
70,poin review kai access access by kai mencolok opsi railfood layanan masuk biarkan dipesan efisien raya trafic padat dikejar pemilihan kursi denah kursi scroll ramah penggunaan kiga opsi gerbong dibawah,Negatif
71,lemot nambah sistem support,Negatif
72,ribet jadwal habis lgsg off tp dibuka muncul jam keberangkatan nggak efisien nyari jam bangkunya lemot lemooooot banget selesai iai data pilih kursi loadingnya banget,Negatif
73,poin review kai access access by kai mencolok opsi railfood layanan masuk biarkan dipesan efisien raya trafic padat dikejar pemilihan kursi denah kursi scroll ramah penggunaan kiga opsi gerbong dibawah,Negatif
74,poin review kai access access by kai mencolok opsi railfood layanan masuk biarkan dipesan efisien raya trafic padat dikejar pemilihan kursi denah kursi scroll ramah penggunaan kiga opsi gerbong dibawah,Negatif
75,flash sale lancar pas udah flash sale sellu loading selesai selesai,Konflik
76,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Negatif
77,error daftar pesanan kosong upgrade gagal numbid ready harga promo pesan diupgrade,Negatif
78,upgrade terbaru memuaskan program berubah lebihh memuaskan mudah terbaru sblum,Positif
79,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
80,izin kendala pendaftaran member kode menekan tombol lanjutkan pikir sinyal alhasil susah beli harua daftar member,Negatif
81,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
82,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Negatif
83,error daftar pesanan kosong upgrade gagal numbid ready harga promo pesan diupgrade,Negatif
84,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Positif
85,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
86,abis update tampikan bagus lancar mw cari gampang,Positif
87,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
88,ribet pake kaipay mempermudah user kai pesen tikt fiturbarunya satset parah,Positif
89,user interface terkesan modern bagus dipandang saran pemilihan kategori habis makan otomatis turun pindah perubahan harga harga murah tersedia memudahkan percarian sesuai kebutuhan,Negatif
90,izin kendala pendaftaran member kode menekan tombol lanjutkan pikir sinyal alhasil susah beli harua daftar member,Negatif
91,coba dihilangkan nggak relate kai kayak beli paket data pulsa token listrik efisien mengurangi beban server nggak overload ngakses war,Negatif
92,update bagus buruk simpel praktis iklan,Negatif
93,lemot nambah sistem support,Negatif
94,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
95,senang pembaruan kai accesa update no hp gagal terbaru membantu pengguna performanya canggih cepet,Positif
96,bagus banget update bug lancar banget,Negatif
97,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
98,update connecting train lemot update versi update seharunya mengganggu merusak,Negatif
99,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif
100,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
101,apk terbaru kebanyakan menu,Negatif
102,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif
103,habis update ribet lemot tolong benahi update dilalukan percobaan gmn cth pencarian stasiun kereta lambat loading stasiun temukan versi langsung ketemu cepat pilih duduk loading mnit blm slesai ahirnya beli traveloka balikin versi tes dlu jalan fiturnya apk luncurin smg benerin,Negatif
104,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
105,update login aman cek aman smooth hpku kentang lho,Positif
106,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
107,aplikasinya kebanyakan fiture jembot kebanyakan kreatif aplikasinya sampe gabisa pakai,Negatif
108,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif
109,system basi lemot engginer app basi transfer keburu kiamat otp email bener muncul eror java,Negatif
110,lemot masuk menu lemot kadang akun log out masuk log in,Negatif
111,gemes banget kai pake rubah enak lemot pollll fiturnya an please deh kembalikan kai,Negatif
112,megnecewakan update satset parah prommo kemerdekaan jgu membantu tengkyu kai,Positif
113,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
114,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
115,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
116,iya lancar efektif pemilihan kursi kursi mending efektif efisien,Negatif
117,updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai susah,Negatif
118,apk ngebantu bangettt butuh cepettt kereta ditambah order makanan via apk,Positif
119,update bagus buruk simpel praktis iklan,Negatif
120,update mulu semenjak susah diakses ribet fiturnya,Negatif
121,bagus banget update bug lancar banget,Negatif
122,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
123,fiturny sepaket lemotnya ampun,Positif
124,maaf pakai connecting train banyuwangi cikarang down grade,Konflik
125,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
126,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
127,update colourfull lengkap jadwal commuterline suka versi kai performnya meningkt cepet,Positif
128,error daftar pesanan kosong upgrade gagal numbid ready harga promo pesan diupgrade,Negatif
129,saran pengurus kai zaman modern digital serba cepat batal pengembalian dana nunggu setahun tf dana,Negatif
130,mudah ribet ganti jadwal pembatalan,Positif
131,error daftar pesanan kosong upgrade gagal numbid ready harga promo pesan diupgrade,Negatif
132,fiturny sepaket lemotnya ampun,Positif
133,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
134,update connecting train lemot update versi update seharunya mengganggu merusak,Negatif
135,update terbaru terbaru bukanya memperbaiki mempersulit udah habis ngapain nongol lbh suka simpel beribet,Negatif
136,update nyaman ribet tolong tampilkan harga kelas nama kereta menyusahkan tolong kembalikan filter kelas filter pencarian,Negatif
137,diperbarui bagus lancar trus fiturnya lengkap pesen kereta seklain pesen hotel beli kuota internet,Positif
138,update lemot banget logout pas masuk jdi gk masuk keterangan failed request udah pake kai acces tolong donk pake aplikasinya simpel mudah akses susah gini,Negatif
139,meng operasikan mending offline aj tiadakan offline,Negatif
140,unggulan terbarunya menarik thanks kai aplikasinya bagus lancar trouble,Positif
141,upgrade lancar buka jadwal cepet,Positif
142,update login aman cek aman smooth hpku kentang lho,Positif
143,kirain bagus jelek login idnum already exist kayak gini gimana pesan tiketnya aplikasinya,Negatif
144,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
145,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Positif
146,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Negatif
147,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
148,lancarr hp ku spek lumayan lo gatau orang orang bilanylemot banget lancar promo hotel jug,Positif
149,habis update ribet lemot tolong benahi update dilalukan percobaan gmn cth pencarian stasiun kereta lambat loading stasiun temukan versi langsung ketemu cepat pilih duduk loading mnit blm slesai ahirnya beli traveloka balikin versi tes dlu jalan fiturnya apk luncurin smg benerin,Negatif
150,apk ngebantu bangettt butuh cepettt kereta ditambah order makanan via apk,Positif
151,kai pay scan qr berfungsi scan qr salah aplikasinya salah ads saldo lumayan disitu sisa pembelian,Negatif
152,fiturny sepaket lemotnya ampun,Positif
153,semenjak update udah ngak lemot membingungkan kereta penuh muncul untungnya pesen bayar aman gampang bgt,Negatif
154,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
155,kirain bagus jelek login idnum already exist kayak gini gimana pesan tiketnya aplikasinya,Negatif
156,bagus sayang lemotnya ampun memilih duduk tinggal menunggu kode time out ngga perjalanan mendadak beda cepat ngga loading,Positif
157,senang pembaruan kai accesa update no hp gagal terbaru membantu pengguna performanya canggih cepet,Positif
158,fiturnya ribet membingungkan simpel,Negatif
159,ramah penggunaan pembelian cuman isi data pilih kursi langsung bayar pembelian makanan transportasi dll menganggu proses transaksi pisah tools utama pembelian selipi pesan makanan akomodasi transportasi terimakasih,Negatif
160,update otomatis kereta habis ditampilin habis ditampilin kirain tersedia,Negatif
161,error daftar pesanan kosong upgrade gagal numbid ready harga promo pesan diupgrade,Negatif
162,iya lancar efektif pemilihan kursi kursi mending efektif efisien,Negatif
163,parah enak versi gabingung liat udah dipesan dimana kebanyakan printilan banget sumpahhhh,Negatif
164,fiturnya ribet membingungkan simpel,Negatif
165,ribet orang tua menyusahkan ui ux sederhana,Negatif
166,bagus banget update bug lancar banget,Negatif
167,lumayan membantu membeli kereta api admin lancar jg kendala update membernya susah oadahal datanya sesuai bagus padahaka sblmnya udah banget pesen tiketnya,Negatif
168,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif
169,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
170,diupdate mudah aplikasinya lemot mudah cek menyelesaikan step by step isi data penumpang update terbaru membantu puas,Positif
171,pilihannya gabusa terakses running versi merugikan konsumen mendesak butuh reshcedulle gabisa coba telpon service center solusi coba manual unistall download install gabisa perhatian,Negatif
172,versi menarik tanpilan pesen langsung dapet macet lemot lancar suka qrisnya simepl,Positif
173,update ngga zonk performa dll pengoperasian jugalebih efisien versi terbaru sumpah versi nyebelin aneh,Positif
174,segi performa kai accsess terbaru lbih seblumnya booking tiekt mudah bayarnya pake qris fiturbuat pesen hotel lengkap,Positif
175,segi udah oke udah nyaman versi satset pembelian kerta versi pendingnya lumayan,Positif
176,upgrade lancar buka jadwal cepet,Positif
177,fiturny sepaket lemotnya ampun,Positif
178,update terbaru bagus tp saran baikny harga habis terjual taruh gx bingung klu skrang kirain msh tiketny zonk,Negatif
179,update lemot banget logout pas masuk jdi gk masuk keterangan failed request udah pake kai acces tolong donk pake aplikasinya simpel mudah akses susah gini,Negatif
180,sepenuhnya memudahkan proses boarding ktp pengecekan gunanya mengisi data pribadi akun ribet cek ktp berguna tambahan ribet pilih kereta beda menyesal upgrade access kai,Negatif
181,izin kendala pendaftaran member kode menekan tombol lanjutkan pikir sinyal alhasil susah beli harua daftar member,Negatif
182,semenjak pembaruan ngelag touchscreen responsif lancar suka jg ama tambahnnya app multifungsi,Positif
183,ringan mudah penambahan fiturnya lengkap,Positif
184,cari menyusahkan drop down available versi sblm sorting available harga tersorting judul saran dikembalikan versi,Negatif
185,mudah lancar susah banget kl hapus email akun aktif skrg kl ganti nomer udh gampang bgt sukaaa,Positif
186,aplikasinya kebanyakan fiture jembot kebanyakan kreatif aplikasinya sampe gabisa pakai,Negatif
187,update kaya lemot ampun diharapkan tolong lekas dibenahi,Konflik
188,cari menyusahkan drop down available versi sblm sorting available harga tersorting judul saran dikembalikan versi,Negatif
189,lumayan membantu membeli kereta api admin lancar jg kendala update membernya susah oadahal datanya sesuai bagus padahaka sblmnya udah banget pesen tiketnya,Negatif
190,pelanggan setia kai paus versi terbaruny memudahkan dlm pesan mudah cek kereta mudah bayrnya mudah tambahan yng berguna salutnya tambahan tpai lancar lemot lemot,Positif
191,filter ganti nama keretanya mohon perbaiki lgi makasih,Netral
192,coba dihilangkan nggak relate kai kayak beli paket data pulsa token listrik efisien mengurangi beban server nggak overload ngakses war,Negatif
193,lengkap sulit mengoprasikan ribet efisien enak apk update filter nama kereta buruk banget lemot banget fokus apk khusus kai,Negatif
194,izin kendala pendaftaran member kode menekan tombol lanjutkan pikir sinyal alhasil susah beli harua daftar member,Negatif
