ulasan,label
"Sepertinya ada yang keliru dalam pengaturan batas waktu pembayaran, Ketika akan melakukan pembayaran menggunakan KAI pay maupun QRIS LinkAja batas waktu pembayaran yang tertera 00:-51:00 sehingga memunculkan notifikasi error 'kadaluwarsa, waktu pemesanan anda telah habis' langsung setelah kami klik 'bayar' Mohon segera diperbaiki",Negatif
"Beli tiket KRL jangan cuma pakai KAI Pay dong, lebih baik pakai QRIS yang bisa semua bank, jadi nggak perlu top up ewallet baru lagi",Negatif
"Terima kasih, akhirnya bisa terupdate juga, tampilan UI nya mengkeren dari sebelumnya �?",Positif
Aplikasinya sdh bagus hanya saja saat pilih kursi tdk akses pakai pembaca layar talk back buat tuna netra Kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya,Negatif
"Sementara saya kasih bintang 2, apknya memang udah good nice. Akan tetapi saat pembayarannya rada ribet. Mohon dong E-wallet spt GoPay dan Dana diadakan dong, sehingga saat pembayarannya tidak ribet. Terus E-Banking, pada saat transaksi ada kendala juga. Mohon ditingkatkan layanannya, sehingga konsumen nyaman.",Negatif
Update terbarunya keren makin simple dan satset udah ada semua,Positif
"Bagus nih, tampilan enak diliat, tapi di gua gak lemot kok tampilannya, enteng juga apk nya ga berat",Positif
"alhamdulillah jd lebih mudah... lancar, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa",Positif
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.",Positif
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.",Positif
Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..suka dg versi baru kai performnya meningkt jadi lebih cepet,Positif
"Keren dengan UI yang baru, yg aq rassa diapk dulu untuk fitur rencana perjalanan lama saat loadnya buat skarang sudah lancar semua",Positif
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong",Negatif
"Sebenarnya tampilan ini lebih fresh, cuman kalo yg kemarin lebih mudah dan efisien. Kenapa fitur yg seperti kemarin dihilangkan, seperti filter yg dulu lebih variatif dan bisa dipilih sekaligus 2 atau lebih. Sekarang cuman bisa satu saja. Tp overall bagus dan lancar jg",Negatif
Bagus sekali tapi suka loading,Konflik
"Aplikasi update terbaru bagus, tp Saran q baikny harga2 tiket yg sdh habis terjual, d taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung. Klu skrang d kirain msh ada tiketny, ternyata zonk.",Positif
"update nya bagus, tapi lebih bagus lagi kalau ada tema warna gelap...",Positif
"Lumayan membantu membeli tiket kereta api tanpa admin huhu🔥🔥 lancar jg tdk ada kendala saat melakukan pemesanan, update membernya kok susah min oadahal datanya sudah sesuai bagus yg sebelumnya, padahaka sblmnya udah banyak banget pesen tiketnya",Konflik
Praktis,Positif
Saya senang dengan pembaruan aplikasi ini. Karena di aplikasi KAI accesa saat ini saya bisa melakukan update no hp. Karena di aplikasi sebelumnya tidak bisa dan sering gagal. Di tambah fitur² terbaru nya yg sangat membantu pengguna nya. Buat performanya juga makin canggih dan makin cepet,Positif
"LANCARR DI HP ku tapi dg spek lumayan tinggi lo, gatau kok orang-orang bilanylemot banget tapi di aku lancar. Banyak promo hotel jug",Positif
Terlalu bnyak menu semakin lemot aplikasinya....,Negatif
"Untuk aplikasi KAI access yg lama, untuk UI tbh simple dan kesannya B aja. Untuk KAI access versi baru, bagus banget UI-nya. Tapi biarpun UI-nya bagus dan fitur2nya banyak tidak perlu waktu lama untuk loading-nya. Mantap kai UI-nya bagus & simple tapi juga ngga berat. Tq",Konflik
"Apk nya ngebantu bangettt apalagi kalo misalkan lagi butuh cepettt tiket kereta, ditambah lagi bisa order makanan via apk juga",Positif
"kualitasnya lebih baik untuk baru di update, saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot",Positif
"Updetan versi terbaru bner2 makin bagus deh dah gaLemot banget, sanagat memudhakan daripada versi lama",Positif
"Setelah diupdate , aplikasinya makin lancar ga lemot",Positif
Sejak diupdate malah makin mudah Aplikasinya ga lemot lagi. mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Update terbaru ini sangat membantu saya puas,Positif
baru tau kai access ada pembaruan. pas mau pesen tiket aplikasinya lancar banget,Positif
Setelah update palah makin baik.. Apk ringan lancar tidak lemot,Positif
"Setelah update jadi mudah buat login, ga butuh waktu yang lama untuk login. Keren nih app terupdatenya",Positif
"Abis tak update tampikan baru malah makin bagus dan jadi makin lancar, mw cari tiket juga gampang",Positif
"Lebih mudah digunakan yg tampilan lama, yg baru lebih ruwet",Konflik
Semakin memberikan kemudahan customer update an yg baru ini. Bintang 5 buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya. Lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer/pengguna,Positif
"Versi baru lebih ga lemot ... loadingnya ga pke lama buat akses masuk aplikasinya, pindah"" menu jg ga lemot",Positif
Sudah bagus fitur lama. Sekarang mau melakukan pemesanan tidak dapat mengakses terus.,Negatif
Diperbarui malah lebih baik & malah memudahkann. Mau upgrade ke basic pake akun yang lama mudah lancar jaya langusugn bisa. Bintang 5,Positif
UI klo belom mateng gausa di launching,Negatif
"Aplikasi diperbarui makin ga susah buat masuk. seblumny tiap masuk selalu bendal atau kalau bisa masuk, mutarnya lama sekarang dah lancar dan normal lagi. Tulung diperbaiki servernya juga.",Konflik
Di upgrade tambah satset,Positif
"Ga nyesel upgrade ke versi baru, awalnya berkali2 coba masuk tetep aja g bisa login setelh upgrade mudah login",Positif
Aplikasi aman lancar jaya & Membuat Pelanggan KAI Semakin mudah Dengan Update Ini.,Positif
app nya mudah untuk diakses mau cari dan pesen  tiket juga mudah,Positif
setelah di upgrade malah jadi lancar. aplikasi nya buka jadwal/pembayaran malah jadi lebih cepet,Positif
"Otomatis terupdate, versi baru memudahkan, lebih lancar. Mau pesan tiket jadi mudah kearena saya PP kerja naik commuter",Positif
Ko tiba tiba update kaget ama logo dan mana barunya tapi jadi makin lancar sihh,Positif
"Setelah update jadi lancar, tapi tampilan antarmukanya bagusan yang sebelumnya",Positif
GOOD buat pemerintah apk kai terbru kualitasnya bagus cepet jg,Positif
Kualitas semakin menurun. Sebaiknya lebih diperbaiki lagii,Negatif
Biasanya lemot poll...tapi setelah update malah lancar teros,Positif
semenjak update aplikasi jd ringan dan lancar bet,Positif
"Habis di update jadi mudah diakses, bagus versi terbaru daripada sebelumnya kaga lemot",Positif
Lancar banget... Mau melakukan pembayaran juga gamapng,Positif
Sudah tidak ada kendala lagi buat pesen tiket kereta pake aplikasi kai ini jadi makin mudah dan cepet,Positif
"baru di update apknya lancar terus, ga bikin nggu makin lama",Positif
Iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien,Positif
"Diupdate jdi makin lancar, tak kasih bintang 5 deh buat aplikasi ini",Positif
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya",Negatif
Malah semakin bagus dan lancar banget aplikasi nya di versi terbaru ini...,Positif
sat sett ,Positif
"Performany sedikit lebih baik darisebelumnya,,,,",Positif
tampilan baru makin luncarr,Positif
Dikomentar lain banyak yang bilagn lemot tapi di akun lancar ini ga lemot samsek,Konflik
lancar banget tdk kendala wktu mau pembayaran malah jadi efektif,Positif
"Mau naik kereta api bookingnya makin mudah, aplikase lancar.. ",Positif
KAI access yang udah di update ga banyak errornya udah lancar juga,Positif
Aplikasi sangat tidak rekomendasi. Harusnya kan pake palikasi supaya praktis ini malahan menjadi buang² waktu dan gak bisa dipake. Bener² gak efisien waktu. Tolong dong IT KAI diperbaiki.,Negatif
"PP kerja pake ka diupdate ini malah lancar, saya pelanggan setia kai jdiin aku BA dong ehehe",Positif
Update malah tambah lancar,Positif
lancar bgt...,Positif
"Habis di upgrade lancar bgt. ga nyesel update, mungkin kalo masih lemot update aha",Positif
"Aplikasiny sudah lancar kok guys yagn versi bru ini, abis update tadi aku pesen tiket dan bayar pke ovo sampe liat e-boaridngnya lancar",Positif
Setelah aplikasi diupdate semakin lancar bgt. Sangat memudahkan.....,Positif
Emang boleh selancar ini????,Positif
Bagus.... benr2 bagus baik performa & tampilan,Positif
Jauh lebih bagus performany....,Positif
"SATSET banget aplikasinya,bisa buat buru² liat jadwal kereta. Masih mending aplikasi yang sekarang daripada yang dulu",Positif
Shapppp bos udah lancar kok,Positif
Pembayaran ga ribet pake kaipay makin mempermudah user kai buat pesen tikt sih ini fiturbarunya satset parah lagi,Positif
Udah update versi terbaru tampilanya GEMESSSSS banget sukaa malah lancarr banget juga,Positif
Tidak megnecewakan siii setelah di update malah satset parah. Ada prommo kemerdekaan jgu sangat membantu sekali tengkyu kai,Positif
"Gini dong lancar severny yg kemaren kok koneksinya timeout terus,    kalo diplikasi yg baru bisa sat set pesen tiket",Positif
"Setelah di update jadi lebih baik ngga zonk lagi baik dari performa fitur""nya dll. tampilan dan pengoperasian jugalebih efisien versi terbaru sumpah, versi lamanya nyebelin. Aneh",Positif
"Yang saya rasakan lebih bagusan yang sekarnag daripada yang dulu, soalnya abis di upgrade aman lancar jaya",Positif
"Aplikasi yang terupdate sekarng makin lancar dan tdk ada bugnya, bug yg di versi sebelum ny sudah tdk ada",Positif
"Dari segi performa kai accsess terbaru lbih baik daripada seblumnya, booking tiekt makin mudah dan bayarnya bisa pake Qris ada fiturbuat pesen hotel juga lengkap",Positif
Stelah saya updte lagi app nya udah lebih lancar   pemesanan tiket commuter line sudah tidak eror lagi,Positif
"KAI access terupdete fiturnya makin lengkp tapi ga lemot  dan lancar juga,,pesan tiket kereta lancar seperti biasanya",Positif
"Setelah di update malah jadi lancar sekali, good job tim IT ",Positif
"Apk nya sekarang sudah tidak sering crash, jadi waktu mau memesan tiket selalu lancar tidak kehabisan waktu, pembayarannya juga mudah dg menggunaakn qris",Positif
Udah bisapake Qris di kai access aya suka dengan pembayaran Qris jadi lebih simpel ditambah uga aplikasinya makin satset,Positif
"Update terbaru mlah tmabah lancar deh, walaupun tadi ada ssedikit kendala pas mau login tp selanjurnya lancar kok, suka dnegan pessan tiket online bisa pilih tempat duduk jg",Positif
Kualitas makin bagus mudah di akses. Mau pesan tiket jadi lebih mudah,Positif
Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun,Negatif
"aplikasi menjadi lebih lancar sesudah di update, smuanya lancar dan cepat, mudah login, mudah booking, yang dulu lemot muter terus saya pernah nunggu hampir 1 jam bulak balik masih saja lemot, untung sekarnag sudah di update lebih memudahkan booking tiket online",Positif
"KAI update otomatis di hp saya seltah saya buka dan ccoba versi barunya emang lebih user freandly,,,, syaa juga langsung pesan tiket untk kebernagkatan ke surabaya dg commuterline wah dari pencarian, pemesanan dan bayarnya mudah bettt lancar. suwun kai",Positif
Sangat mudah di akses dan performanya semakin lancar,Positif
"Saya pelanggan setia kai merasa paus dengan versi terbaruny memudahkan dlm segala hal pesan tiket mudah, cek tiket kereta mudah, bayrnya mudah, fitur tambahan yng juga berguna bagi saya. salutnya dg tambahan fitur yg banyak tpai masih lancar terus ga lemot lemot",Positif
"Good job KAI aplikasinya jadi lancar banget, pemesanan cepat bgt, di upgrade jd lebih baik dan lebih mudah diakses",Positif
"Kalo dibandingin kai yg dulu sama sekarang beda bgt dari segi performa nya makin lancar dari pesen tiket, bayarnya, tmpilannya menarik juga ditambah fitur2 terbaru yg bermanfaat bangett menurut saya",Positif
Selain apknya udah gak lemott lagi dan makin satset.... aku jg suka saat pesen tiket buat pilih kursinya lebih enak aja di versi skarang  daripada dulu,Positif
Waktu may Bayar sudah tidak loading terus lebih baik dari seblum ny performa nya meningkat,Positif
Aplikasi kaiacces ada update semakin simpel dan mempermudah. makin lancar dan ga lemot juga,Positif
"Semenjak pembaruan sudah tidak ngelag, touchscreen responsif, lancar. suka jg ama fitur2 tambahnnya jadi app yg lebih multifungsi",Positif
"Di update malah lancar bangettt yg dulu rada"" lemot soal ny,,,,,,buat pesen tiket & bayrnya lbh mudah skrang",Positif
"Untuk update aplikasi nya lancar bangett, tapi lebih enak dilihat yang dulu tampilan menu aplikasinya",Positif
lancar dan satset bisa diajak buru2 kalo ada panggilan mendaadak kan jadi enak kalo satzt gini,Positif
"Lebih baik jangan di-update dulu, memang dari segi UI bagus, cuma masih banyak eror",Negatif
"Darisegi perfroma lbh baik dari versi seblmunya, suka bgt sama tampilan barunya",Positif
"KAI access yang udah di update errornya udah ngga erorr udah normal semua mulai pesen tiket, pembayaran dll nya",Positif
"Semenjak update aplikasi udah ngak lemot,,tapi tampilan membingungkan. Kereta yang penuh masih muncul untungnya pesen tiket sama bayar nya aman dan gampang bgt.",Positif
sataset banget coyyy..,Positif
Udah gk lemot lagi mau mesen tiket lokal tiket antarkota semua pake online tapi apk nya lancar parah gk lemot. jadi makin memudahkan juga setelah diperbarui huhuhhu suka....,Positif
satset parah solusi kalo lagi urgent,Positif
Semenjak upgrade makin lancar untuk pembayaran makin memudahkan,Positif
"Versi baru memang lebih menarik dengan tanpilan dan fitur baru, saya pesen tiket goshow langsung dapet ga ada lagi tuh macet lemot semua lancar2 aja. kalo saya suka dg pembayaran qrisnya lebih  simepl",Positif
Aplikasinya lebih cepat dari pada yang aplikasi lama,Positif
Satset parah bgt,Positif
Aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot,Positif
aplikasi acces by kai lebih lancar daripada aplikasi lama.,Positif
"enakan yg sekarang aplikasinya lancar ga l emot, tampilan lebih kelihatan seger ga ngebosenin",Positif
"Mau masuk lancar bgt, proses ke pembayaran juga lancar, sampai- sampai waktu pembayaran hanya butuh waktu yang cepet ga lama. Ini aplikasi super lancar dari segala2nya",Positif
"Diupgrade malah tambah lancar,dari proses login sampe pambayran tiket",Positif
update jadi ringan dan lebih cepat. UX buat lihat detail harga inovasinya bagus,Positif
Diupdate malah bisa beli tiket dg mudah... lancar terus... UI nya yg diperbaiki jg lebih keren... lebih baik dari versi yg lama.. versi yg baru bagus banget performanya..,Positif
"Setelah update malah ga lemot masuk nya, dr segi tampilan makin oke dan performanya makin baik",Positif
"Aplikasii kai setelah diupdate sangat sangatt bagus operasional yang cepat,beda sama aplikasi sebelum diupdate operasionalny lebih lambat,dan sekarang aplikasinya sangat sangat mempermudah saya",Positif
"Upgrade makin meningkat ini tdk lemot ssaat dioperasikan. Makin memudahkan, kemarin ada kendla hubungin lewat sosial di respon dan ditnaggapi",Positif
"Udah maakin lancar ga lemot lagi, tapi tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok",Positif
"Upgrade malah makin lancr,tapii interface nya enak yg lama. Mo beli tiket malah jadi blh mudah. Pengguna setia KAI tiap weekend",Positif
Sejak diperbarui makin garibet.. Pesen tiket jadi sat set.. ga lemot.. lbih mudah beli tiket di aplikasi skrng.. Hhh.. lebih baik daripada seblumnya.. Thx,Positif
"Setelah Update malah makin lancar g lemot, seblumnya saat masuk ke apk nya lemot bgt,sekarnang yg mau bli tiket atau mau bepergian naik Kereta jdi mudah apalagi yg mau pergi kerja",Positif
Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget,Positif
"Keren setelah di update jadi cepet mau buka apknya. Gak cuma itu, mau pencarian juga ceept, kendala2 nya udah berkurangbgt",Positif
"Malah semakin lancar, mudah untuk membuka aplikasinya",Positif
Aplikasi nya memuaskan loading udaj ga lama dna ga mandang provider kartu. Performa nya udah menignkat jd ga kesusahan pake aplikasi ini,Positif
Udahh Lancar banget buat beli dan cari tiket malah tambah enak dipandaang ux terbaru nya,Positif
"Setelah update yang terbaru tampilan oke, kualitasnya juga bagus banget. Load pas buka appnya juga ga lama, pas mau ke pembayaran juga lancar banget, pembayarannya dapat dilakukan dengan mudah. Ini nih aplikasi yang kita butuhkan cepet, simple, dan mudah.",Positif
"Alamdulillah setelah update akses menjadi lebih lancar, tidak seperti pada aplikasi sebelumnya lemot. Saat memilih kursi timeout tdk perlu nunggu waktu lama & membuang waktu",Positif
"Untuk proses pemesanan tiket lokal cepat banget, utk pembayaran ovo juga mudah",Positif
Alhamdulillah sudah lancar apknya.. emang minta di update trnyata,Positif
"Setelah update jadi makin lancar, untuk buka aplikasinya langsung satset, tpi menurut saya tampilan antarmukanya bagusan yang sebelumnya",Positif
Saya mau lihat jadwal kereta sekaligus pesan tiket udah lbih mudah.padahal sblmnya lemottt parah pdhal waktu itu lgi urgent..,Positif
"Sudah update jadi makin bagus malah jadi semakin memudahkan, saat pembayaran menggunakan e wallet jadi mudah sekali, Lebih bagus dripada kai access versi lama..",Positif
"Saat ini apk nya malah jadi lbh membantu. Loadingnya ga lama samsek, saat mau cek jadwal commuter line mudah sekali mencari nama stasiun . Tdk memakan banyak waktu loading untk menemukN hasil pencarian",Positif
Cepat dan informtig,Positif
"awalnya lemot, tpai setelah update jadi tidk sering error",Positif
"Tolong di perbaiki lagi aplikasi ini,sering logout sendiri,untuk mengakses jg sangat lama. Disappointed Terimakasih.",Negatif
"Minta update mulu semenjak tampilan baru,i makin susah diakses dan jauh lebih ribet fiturnya",Konflik
Setelah update kenapa jadi susah buat cek tiket ??? Loading terus. Harus pakai waifi dulu baru bisa dibuka .. Tolong dong diperbaiki !!,Negatif
Setelah update saya tidak bisa menggunakan promo alumni ITB dan QRIS tidak terdeteksi,Negatif
saat login lamaaAAAA,Negatif
"Fitur lebih banyak dan tampilan lebih bagus tapi sayang lemotnya minta ampun, untuk memilih tempat duduk lama sekali, pembayaran tinggal menunggu kode pembayaran lama dan akhirnya time out, akhirnya jadi ngga dapat tiket, padahal ini untuk perjalanan mendadak. Beda jauh dengan waktu aplikasi yang lama, sat set bisa cepat ngga loading terus.",Positif
Sangatt lemott,Negatif
"Habis update malah ribet dan sangat sangat lemot, tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn, cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat, pilih tempat duduk loading sampai 20 mnit blm slesai ahirnya beli di traveloka aja ,balikin ke versi sebelumnya aja,di tes dlu sampai benar2 jalan semua fiturnya sebelum apk nya di luncurin buat umum, smg d benerin",Negatif
Lebih nyaman dan cepat digunakan versi sblm ganti tampilan dll.,Positif
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.",Positif
banyak tools tp lemot..suka time out..,Negatif
Dari segi tampilan udah oke tapi udah nyaman sama versi lama dan lebih satset tiap pembelian kerta KAJJ versi baru pendingnya lumayan lama,Positif
Jadi ribet pengoperasiannya,Negatif
"Setelah di update bukannya lebih baik malah zonk. tampilan dan pengoperasian lebih efisien versi lama sumpah, versi baru nyebelin. Aneh",Negatif
"saya rasa upgrade version yg sekarang sangat menurun performanya, aplikasi menjadi lambat, terkesan berat, lalu banyak fitur yg kurang berguna sebenarnya,jauhh lebih baik versi sebelum updatenya baik dari performa maupun dari tampilan ui/ux yg lebih friendly versi sebelumnya, mohon ditinjau kembali upgrade app ini",Positif
Setelah di update ke fitur baru jadi lemot bgt:(((,Negatif
"aplikasi menjadi sangat lemot sesudah di update, tapi di aplikasi lain smuanya lancar dan cepat, susah login, susah booking, selalu lemot muter terus saya tunggu hampir 1 jam bulak balik masih saja lemot, aneh! diharuskan pesen online tapi aplikasinya kayak begini!! bukan mempermudah tapi mempersusah!",Negatif
Lemot banget ga bisa login Tolong perbaikannya,Konflik
Aplikasi baru sering crash,Konflik
"Lemmootnya minta ampun, tolong segera di perbaiki sistemnya. Lebih baik uninstal klo lemot bgt kya gini",Negatif
"Cepat,senyap,simpel......joooooooozzz berangkat..",Positif
Update terbaru malah jadi parah. Tambah lemot dan tambah ribet,Negatif
Kalau bisa tingatkan lemotnya. Update malah bikin lemot.,Negatif
padahal sinyal bagus tapi susah masuk ke apk terus udah di perbarui malah susah masuknya ini kenapa ya malah gini,Positif
Hah ini apa malah jadi gabisa dibuka samsek daritadi buka cuma muncul logone tok ga berfungsi samsek,Negatif
Semenjak aplikasinya update jadi makin lemot hadehh,Negatif
Tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi. Jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun,Negatif
Ini update versi terbaru malah nggak bisa dibuka. Gimana yaaaa🥺,Konflik
SATU KATA UNTUK APLIKASI TERBARU ( LEMOT ),Konflik
"Aplikasi yang baru tampilannya makin ribet, enak yang dulu tampilan simple dan lebih cepat dalam proses transaksi nya. Mungkin bisa diperbaiki lagi, dengan tidak terlalu meninggalkan tampilan lama yang lebih sederhana dan tidak ribet dalam proses pemesanan tiket",Positif
Fiturny banyak ...sepaket lemotnya juga minta ampun....,Konflik
Update baru bukan tambah baik malah tambah lemot...mending pakai yg sebelumnya sudah bagus kenapa kok diganti lagi...malah jd semarwut...jadi aplikasi unfaedah malahan.. Saran saya kembalikan seperti aplikasi sebelumnya saja mudah nyaman dan bagus,Konflik
makin update makin jelek,Negatif
Setelah update jadi tak bisa di buka,Konflik
"System basi, lemot, engginer app basi transfer tiket keburu kiamat otp email dah bener muncul eror java terus",Negatif
"Makin kesini makin susah terhubung, sering gagal scan atau pembayaran lain.. Ngapain nyediain aplikasi kalo masih eror dan gak bisa stabil. Mending beli di loker. Makin payah 👎",Negatif
"Gak bisa log in,koneksi timeout terus",Negatif
mending app yg sebelumnya,Negatif
"Update versi terbaru tidak efisien dalam pencarian dan pembelian tiket, perlu diperbaiki untuk tiket yang sudah sold sebaiknya tidak muncul seperti versi sebelumnya. Sebagus bagusnya pelayanan adalah mendengarkan keluhan pengguna",Positif
Gblog ud ufdatr provider telkomsel gk masuk2 tolol aplikasi mening aplikasi yg dulu simpel ink stuk d tampilan gk masuk2 menu Pesen tiket d waktu smntara waktu habis untuk loading melakjkan pembayaran aplikasi samph makin buruk pelayanan,Negatif
Sangat membantu sekali,Positif
Buruk sangat buruk .. Reload sangat lama . Bahkan 15 menit pun .. Tiba2 no respon donk. 2x ketinggalan kereta gara2 reloadnya lama ... Bener bener mau ngatain kenapa sih d ubah ubah .. Kl prosesnya lama. Tolong perbaikin reloadnya,Negatif
"Baik saat pemesanan, login itu jadi lemot banget setelah di update, udah sekitar 1 jam tapi masih gagal untuk memesan karna loading padahal sinyal jelas bagus. fitur dulu lebih mudah untuk diakses walaupun yang saat ini tampilannya lebih fresh.",Positif
yg baru ini gak bisa milih tempat duduk kah?lemot bgt juga. lebih suka yg lama,Konflik
Proses ganti jadwal kesulitan saat memilih reduksi,Negatif
"Gara gara ada promo kemerdekaan cara mendapatkan tiket jadi susah,saat di search keterangannya semua tiket habis tapi kenapa pakai aplikasi selain KAI seperti olshop masih banyak stok nya Tolong untuk kejelasan slot kursinya diakuratkan lagi",Negatif
Ternyata harus restart hp setelah update aplikasi biar ga lemot,Positif
"Update malah jadi banyak sampahh, harusnya kereta api yang sudah soldout gak usah MUNCUL LAGI,, HARGANYA JUGA GAK PASTI PASTI, KENAPA GA HARGA PAS AJA YANG MUNCUL,, BENER-BENER BIKIN KESEL",Negatif
"diperbarui bukannya update malah makin down, nyesel bgt w perbarui buka apk ditunggu berjam jam ga jalan bahkan seharian pun tetep ga jalan 😭",Negatif
"Makin ga efisien, lebih baik apk sebelum nya",Konflik
"Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya �?",Negatif
ngelag,Netral
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.",Negatif
"Berat bnget aplikasinya. 😅 sering keluar sendiri , jadwal krl gak lengkap setelah update. Buka aplikasi sampai 1 menit . Device lama samsung galaxy a50. Ini game berat?",Konflik
Diskon apaan??,Negatif
"Lemot saat masuk menu. Saat lemot kadang akun sudah log out, lalu saat masuk lagi sudah log in.",Negatif
Aplikasi kai akses barusan tadi update pas udah beres update pas login/memasuki email loading terus waktu yang lama beda dengan versi sebelumnya tidak ada bug atau lemot padahal jaringan kami tidak mungkin gk bagus ... Secepatnya di perbaiki karena besok ada keberangkatan lokal ke bdg timur,Negatif
"Dih gemes banget sama aplikasi KAI yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fitur2nya juga gak jelas , jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja �?�?�?�?",Negatif
"mines sekali aplikasi sekarang mau upgrade aja susa,,, sebelum update bisa pesen tiket udah update ga bisa pesen harus join member basic,, giliran mau join ga bisa",Negatif
