ulasan,label
"Aplikasinya update sendiri, tp setelah ter update tidak bisa lagi melihat jadwal kereta.",Negatif
"Cari tiket nya jadi sedikit menyusahkan, harus drop down dulu, kurang jelas tiket mana yg available, lebih jelas tampilan di versi sblm nya.. dan jadi tidak bisa sorting tiket yg available menurut harga,dsb.. Yg tersorting hanya judul besar tiket.. saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya, menurut saya itu sudah sangat jelas",Negatif
"fiturnya lebih ribet & membingungkan . lebih simpel aplikasi sebelumnya . ,ğŸ™?",Negatif
"Masih mudah dan gampang di pahami aplikasi yg terbaru,,",Positif
"Secara user interface lebih baik yang sebelumnya, mungkin ya memang lebih terkesan modern atau bagus dipandang. Namun sedikit saran untuk bagian pemilihan tiket apabila semua tiket pada kategori tersebut habis makan seharusnya otomatis turun atau pindah ke bawah seperti dulu, serta harusnya ada perubahan harga dari harga mulai dari menjadi tiket paling murah yang tersedia sehingga lebih memudahkan percarian tiket sesuai kebutuhan.",Negatif
"Saya pelanggan setia kai merasa paus dengan versi terbaruny memudahkan dlm segala hal pesan tiket mudah, cek tiket kereta mudah, bayrnya mudah, fitur tambahan yng juga berguna bagi saya. salutnya dg tambahan fitur yg banyak tpai masih lancar terus ga lemot lemot",Positif
"Kalo dibandingin kai yg dulu sama sekarang beda bgt dari segi performa nya makin lancar dari pesen tiket, bayarnya, tmpilannya menarik juga ditambah fitur2 terbaru yg bermanfaat bangett menurut saya",Positif
Aplikasi kaiacces ada update semakin simpel dan mempermudah. makin lancar dan ga lemot juga,Positif
"Semenjak pembaruan sudah tidak ngelag, touchscreen responsif, lancar. suka jg ama fitur2 tambahnnya jadi app yg lebih multifungsi",Positif
Update sangat tidak nyaman Memang tampilan lebih baik Tapi buat apa tampilan baik kalo malah jadi lebih ribet Tolong tampilkan harga tiket per kelas bukan per nama kereta Sangat menyusahkan Dan tolong kembalikan filter kelas pada filter pencarian,Negatif
"Versi baru memang lebih menarik dengan tanpilan dan fitur baru, saya pesen tiket goshow langsung dapet ga ada lagi tuh macet lemot semua lancar2 aja. kalo saya suka dg pembayaran qrisnya lebih  simepl",Positif
"Coba dihilangkan aja fitur yang nggak relate sama KAI kayak beli paket data, pulsa dan token listrik biar aplikasi ini semakin efisien dan mengurangi beban server juga sehingga nggak overload ketika lagi banyak yang ngakses atau war tiket.",Negatif
"Setelah upgrade terbaru, sangat memuaskan program ny berubah dan menjadi lebihh memuaskan. Lebih mudah aplikasi yg terbaru daripada yg sblum nya.",Positif
"Aplikasinya kebanyakan fiture jembot, kebanyakan kreatif aplikasinya sampe gabisa di pakai",Negatif
"POIN PENTING REVIEW KAI ACCESS > ACCESS BY KAI 1. Dari semua yg paling mencolok adalah fitur pemesanan opsi RAILFOOD dan LAYANAN LAINNYA seharusnya tidak perlu masuk, biarkan itu dipesan sendiri. Karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat, apalagi jika dikejar waktu. 2. Kemudian pemilihan kursi, tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan, begitu kiga dengan opsi gerbong yang ada dibawah seperti itu.",Konflik
Sejak diperbarui makin garibet.. Pesen tiket jadi sat set.. ga lemot.. lbih mudah beli tiket di aplikasi skrng.. Hhh.. lebih baik daripada seblumnya.. Thx,Positif
Aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget,Negatif
"jadi makin ribet. bagi orang2 tua ini menyusahkan ya ui ux ny,, kalo dulu lebih sederhana,",Negatif
"Parah enak versi dulu. dulu gabingung mau liat tiket yang udah dipesan dimana, sekarang kebanyakan printilan2 yang ga guna banget sumpahhhh",Negatif
"Tolong di perbaiki lagi aplikasi ini,sering logout sendiri,untuk mengakses jg sangat lama. Disappointed Terimakasih.",Negatif
"Fitur lebih banyak dan tampilan lebih bagus tapi sayang lemotnya minta ampun, untuk memilih tempat duduk lama sekali, pembayaran tinggal menunggu kode pembayaran lama dan akhirnya time out, akhirnya jadi ngga dapat tiket, padahal ini untuk perjalanan mendadak. Beda jauh dengan waktu aplikasi yang lama, sat set bisa cepat ngga loading terus.",Positif
"Setelah update kaya fitur tapi lemot nya minta ampun, jauh sekali dari yang diharapkan, tolong lekas dibenahi",Konflik
"Habis update malah ribet dan sangat sangat lemot, tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn, cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat, pilih tempat duduk loading sampai 20 mnit blm slesai ahirnya beli di traveloka aja ,balikin ke versi sebelumnya aja,di tes dlu sampai benar2 jalan semua fiturnya sebelum apk nya di luncurin buat umum, smg d benerin",Negatif
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.",Positif
Dari segi tampilan udah oke tapi udah nyaman sama versi lama dan lebih satset tiap pembelian kerta KAJJ versi baru pendingnya lumayan lama,Positif
Setelah di update ke fitur baru jadi lemot bgt:(((,Negatif
"Setelah update malah fitur connecting train nya lemot, ini aplikasi baru sekali atau update versi saja? Kalo update seharunya tidak mengganggu fitur yang sudah ada, tetapi ini malah merusak fitur lama",Konflik
"Tambah lemot, Fitur nambah tapi sistem gak support",Negatif
Error' daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus,Negatif
Fiturny banyak ...sepaket lemotnya juga minta ampun....,Positif
Gak ada fitur filter ganti nama keretanya ... Mohon di perbaiki lgi . Makasih,Netral
"Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya ğŸ™?",Negatif
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.",Negatif
"Dih gemes banget sama aplikasi KAI yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fitur2nya juga gak jelas , jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja ğŸ§?ğŸ§?ğŸ§?ğŸ§?",Negatif
"Sebelum flash sale lancar,pas udah flash sale sellu loading g selesai selesai",Konflik
"Maaf ini aplikasi Sekarang tidak bisa pakai fitur connecting train dari Banyuwangi ke Cikarang, padahal sebelumnya bisa.. kenapa malah down grade ya?",Konflik
"Harga tiket yang habis masih ditampilkan, koneksi lancar namun gagal terus",Positif
Bagus sih ada beberapa bagian menu yg bukanya cepat. Tapi sering log out dan sulit masuk ke app lagi. Bahkan hari ini ter log out tp gak bisa log in lagi.Mungkin kedepannya ada opsi pembayaran Comuter selain pakai KAIPay. Mohon app nya segera diperbaiki.,Positif
"Fitur KAI pay ada scan qr tapi tidak berfungsi apa apa, tidak bisa untuk pembayaran scan qr. Saya yang salah atau aplikasinya yang salah ya, padahal ads saldo lumayan disitu, sisa dari pembelian tiket.",Negatif
