"ulasan","label"
"Setelah update malah fitur connecting train nya lemot, ini aplikasi baru sekali atau update versi saja? Kalo update seharunya tidak mengganggu fitur yang sudah ada, tetapi ini malah merusak fitur lama","Negatif"
"Lemot banget ga bisa login Tolong perbaikannya","Negatif"
"Lemmootnya minta ampun, tolong segera di perbaiki sistemnya. Lebih baik uninstal klo lemot bgt kya gini","Negatif"
"Update terbaru malah jadi parah. Tambah lemot dan tambah ribet","Negatif"
"Kalau bisa tingatkan lemotnya. Update malah bikin lemot.","Negatif"
"Tambah lemot, Fitur nambah tapi sistem gak support","Negatif"
"Semenjak aplikasinya update jadi makin lemot hadehh","Negatif"
"SATU KATA UNTUK APLIKASI TERBARU ( LEMOT )","Negatif"
"Fiturny banyak ...sepaket lemotnya juga minta ampun....","Negatif"
"Update baru bukan tambah baik malah tambah lemot...mending pakai yg sebelumnya sudah bagus kenapa kok diganti lagi...malah jd semarwut...jadi aplikasi unfaedah malahan.. Saran saya kembalikan seperti aplikasi sebelumnya saja mudah nyaman dan bagus","Negatif"
"System basi, lemot, engginer app basi transfer tiket keburu kiamat otp email dah bener muncul eror java terus","Negatif"
"Gak bisa log in,koneksi timeout terus","Negatif"
"Buruk sangat buruk .. Reload sangat lama . Bahkan 15 menit pun .. Tiba2 no respon donk. 2x ketinggalan kereta gara2 reloadnya lama ... Bener bener mau ngatain kenapa sih d ubah ubah .. Kl prosesnya lama. Tolong perbaikin reloadnya","Negatif"
"yg baru ini gak bisa milih tempat duduk kah?lemot bgt juga. lebih suka yg lama","Negatif"
"diperbarui bukannya update malah makin down, nyesel bgt w perbarui buka apk ditunggu berjam jam ga jalan bahkan seharian pun tetep ga jalan ðŸ˜­","Negatif"
"Baru kali ini kecewa, update yang terbaru bukannya semakin bagus, malah semakin lambat. Mau login harus nunggu lama, mau pesan tiket jadi susah. Mohon untuk segera ada solusinya ðŸ™","Negatif"
"ngelag","Negatif"
"Ini setelah d update kenapa aplikasi nya jadi lemot banget min,bahkan logout sendiri,pas mau masuk jdi gk bisa masuk keterangan nya ""failed request"" padahal udah biasa dulu pake KAI acces, tolong donk klo memang harus pake aplikasi,aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini.","Negatif"
"Lemot saat masuk menu. Saat lemot kadang akun sudah log out, lalu saat masuk lagi sudah log in.","Negatif"
"Aplikasi kai akses barusan tadi update pas udah beres update pas login/memasuki email loading terus waktu yang lama beda dengan versi sebelumnya tidak ada bug atau lemot padahal jaringan kami tidak mungkin gk bagus ... Secepatnya di perbaiki karena besok ada keberangkatan lokal ke bdg timur","Negatif"
"Dih gemes banget sama aplikasi KAI yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fitur2nya juga gak jelas , jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja ðŸ§ðŸ§ðŸ§ðŸ§","Negatif"
"Baru buka apk aja kok udh lemot ya? Padhal udh di upgrade","Negatif"
"Setelah update aplikasi jadi lemot sekali, sering tiba-tiba log out sendiri, susah saat mau membeli tiket dan menyulitkan saat boarding","Negatif"
"Aplikasi nya sangat lemot... Saya batal terus saat mau bayar karna loading nya lama sampai waktu limit pembayaran nya habis","Negatif"
"Apa sii kenapa makin ancur ni apk ga bisa di akses lama loading nya","Negatif"
"Log in sulit, lelet banget, udh susah login sekali masuk logout lagi hadeuuh","Negatif"
"APLIKASI LEMOT PARAH!!!!! BANYAK MENU MENU GAK PENTING, FOKUS JUAL TIKET AJA JANGAN ALIH FUNGSI LAINYA!!!!!","Negatif"
"Semenjak update aplikasi lemot tampilan membingungkan. Kereta yang penuh masih muncul","Negatif"
"Jadi lemot bgtt, enakan pake apk sblm diupdate","Negatif"
"setelah di update ke versi lama saya jadi harus pesen tiket kalau di tempat yg ada wifi nya soalnya pake provider gak pernah bisa ngbug mulu.. malah kadang minta temen pesenin tiket karna dia masih versi lama belum di update.. jadi sering pake tiket yg di screenshoot gara2 perkara aplikasi ngbug.. padahal saya tiap hari naik kereta buat kerja mesti beli online udah gak bisa offline.. tolong perbaiki lagi sudah banyak yg komplain harusnya cepat dibenahi.. terimakasih..","Negatif"
"Lemot..!! Mau mesen tiket lokal aja lama loading nya! mesen harus online tapi apk nya lemot parah. udah sulit jadi makin dipersulit","Negatif"
"kalo segalanya mau online harusnya aplikasinya disiapin dulu sampe mateng jauh dari bug, lemot, ini aplikasinya aja belum optimal banyak bug, susah masuk, lemot ko udah maen harus beli online aja kasian orang yang mau naik kereta dibikin ribet engga jelas, bumn kerjanya ko gini","Negatif"
"Pliss KAI segera perbaiki apknya secepatmyaaaaa! , setelah updet bnr bnr apk tidak membantu! Apalagi beli tiket lokal hrus pake apk gk bisa ots. Pas mau beli malah lemooootttt banget, sangat percuma penampilan bagus tapi gak fungsional. Tolong banget segera perbaiki, tadi pagi saya telat naik kereta dan gk jadi naik gra gra lemot apknya!! Lemotnya di semua mau pas log innya. Milih tiketnya, pembayaran dll. Dikasih waktu 5 mnit buat bayar tapi waktunya abis sama loading, udh ganti provider ttp.","Negatif"
"1. Ribet. Jadwal yg habis tidak lgsg off, tp harus dibuka dulu baru muncul jam keberangkatan buat dilihat masih ada atau nggak. Gak efisien nyari jam yg masih ada bangkunya. 2. Lemot. LEMOOOOOT BANGET, selesai iai data diri mau pilih kursi loadingnya lama banget.","Negatif"
"Yg versi baru lemot... pol... masih mending yg versi sebelumnya...","Negatif"
"Kok tambah lemot, mau top up malah eror.","Negatif"
"Makin di upgrade. Malah lemot Ga bisa pilih kursi terus setiap buka aplikasi suruh login terus","Negatif"
"Tujuannya apa, nampilin promo, tp tidak, tersedia, lebih bagus dan mudah versi sebelum nya.","Negatif"
"Saya kasih bintang 1 dlu krn Upgrade aplikasi terbaru sangat lemot susah dioperasikan tdk spt aplikasi sebelumnya pdhl saya pengguna aktif tiap mgg pst pakai aplikasi KAI jd hapal bgt perbedaanya dg aplikasi sblmnya, saat memilih kereta loading super lama dan menampilkan kereta yg tiketnya sdh hbs diletakkan berurutan dg yg msh shg jd pengecoh, kalau mau lounching aplikasi terbaru mgkn bisa diuji coba terlebih dahulu biar lbh mermanfaat drpd keribetannya","Negatif"
"Diupdate kok malah ga bisa beli tiket ya... muter terus... tolong kedepannya jagan UI nya aja yg diperbaiki... mending versi yg lama.. versi yg baru jelek banget performanya..","Negatif"
"Untuk membuka aplikasi jadi memerlukan waktu yang cukup lama setelah pembaruan.","Negatif"
"setelah update tambah lemot pak","Negatif"
"Mohon maaf setelah update akses menjadi lebih lambat, tidak seperti pada aplikasi sebelumnya. Saat memilih kursi timeout menunggu lama sekali. Menghabiskan banyak waktu","Negatif"
"Aplikasii kai setelah diupdate sangat sangatt jelek operasional yang lambat,beda sama aplikasi sebelum diupdate operasionalny lebih cepat,dan sekarang aplikasinya sangat sangat mempersulittt saya harap aplikasi ini bisa ditindaklanjutiiiiiii!!!!!!!!!!!!!!!!!","Negatif"
"Di update bukan makin bagus . makin lemot jaringan susah masuk...gakjelas","Negatif"
"Upgrade biar makin meningkat ini malah tambah parah, lemot dioperasikan. Gimana sih, malah mempersulit.. Hubungi lewat sosial media lain no respon. Parah banget.","Negatif"
"LEMOTTT POOOLLLLLLLL APLIKASI STUCK DI LOGO AJA, GABISA DIBUKA","Negatif"
"Sejak diperbarui makin ribet.. Pesen tiket gabisa sat set.. Sering lemot.. Susah pesen tiket tertulis habis padahal real nta tiket masih tersedia.. Susah beli tiket di aplikasi skrng.. Hhh.. Balikin ajasih kek yg lama biar gak mempersulit pengguna.. Thx","Negatif"
"Setelah update ke logo baru kok malah jadi makin parah ya. 1. Untuk masuk ke aplikasinya lama banget dan kadang logout sendiri 2. Saya mau pesen tiket kereta tp gak update akhirnya pesen via KAI web 3. Gak bisa buka tiket, padahal belom semua stasiun bisa pake face recognation jadi tetep harus liat kode booking, sedangkan untuk masuk ke aplikasinya aja susah Tolong dong diperbaikin lagi, kenapa masih bagus versi lama.","Negatif"
"Kenapa sekarang susah banget masuk pesen semua nya loading parah","Negatif"
"Jadi lemot banget.","Negatif"
"Kok semakin lemot ya lebih suka apk yang lama","Negatif"
"Fitur memang makin lengkap,namun saat di operasikan sangat lemoot sekali dalam fitur pembelian tiket kereta dan pengecekan tiket kereta.masih bagusan yang sebelum updateðŸ¥²","Negatif"
"Lemot","Negatif"
"Setelah update kok malah makin lemot yah, mau buka aplikasinya aja loading terus","Negatif"
"Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh, jadi lemot banget.","Negatif"
"Gara gara update lemot bangattt","Negatif"
"Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini","Negatif"
"Aplikasi lambat banyak BUG","Negatif"
"Lemot, udah bayar tiket, tapi ga muncul","Negatif"
"lama yaa","Negatif"
"Versi terbaru super lelet, big noooo","Negatif"
"Diupdate bukannya makin baik malah makin lemottt, udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii?? Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG","Negatif"
"nih servernya gmana ya? lemot bener","Negatif"
"Lemooot,padahal yg lama cepet bgt begitu update lemoooot,ud dicoba berkali2 tetep aja, tolong segera perbaiki dong pt kai","Negatif"
"makin upgrade malah makin lemotttttttttt!!!!","Negatif"
"Dulu sebelum di update jaringannya lancar sekarang Setelah update kok lebit lemot ya. Kemarin saya mau pesan tiket sampai memakan waktu 20 menit di ind***** buat menunggu kode keluar. Sampai saya 4 kali percobaan baru bisa. Mohon kepada Developer KAI untuk memperbaiki jaringannya. Terimakasih","Negatif"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","Negatif"
"Tampilan bagus, tp makin lama loadingnya. Mending versi yang lama. Simpel tp cepet","Negatif"
"Promonya aja rame gililran aplikasi di buka ngeleggg, naruh uang di saldo KAI juga gak berguna. Mending go show di loket.","Negatif"
"Versi baru lebih lemot ... loadingnya lama akses masuk aplikasinya, bgt jg berpindah menu dll ... mohon segera diupgrade","Negatif"
"Saat verifikasi kaipay loh kenapa tibaÂ² kode otp nya muncul dari kaspro.id. apa kerja sama ? Lebih suka aplikasi yang lama. Yang baru ini lemot","Konflik"
"Loading lamaaaaa...banget. pas pencarian kursi. Pas udah masuk,, udah dipilih sendiri dari apk nya, kn saya blm milih kursi padahal. Kadang lancar. Kadang ya gitu.. Yg versi lama lancar padahal.","Konflik"
"ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah","Negatif"
"Aplikasi jadi semakin susah dimengerti... Untuk cek jadwal krl aja ga detail seperti sebelumnya...lemot...malah jadi jelek","Negatif"
"Loadingnya lama. Tiba-tiba keluar sendiri dari aplikasi. Lebih enak versi lama.","Negatif"
"Abis di update malah makin lemot banget","Negatif"
"Setelah update semakin lemot ya, ada solusi kah?","Negatif"
"Updetan versi terbaru bukanya makin bagus malah jadi buruk! Lemot banget, bukan mempermudah malah mempersulit! Serasa downgrade ke versi lama","Negatif"
"Idready, trs waktu dftar akun basic, ruwet, dr kmrn ga bisa2 sampek ganti nmr tetep g bisa, jadi g bsa pesen tiket deh","Negatif"
"Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki","Negatif"
"Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buruÂ²ðŸ¥º waktu pembayaran juga abis sama lemotnyaaaaaaaaa!!!!","Negatif"
"Promo elit server sulit, dari dulu kok tetep aja. Diketawain sama ojol noh server anda.","Negatif"
"Pas mau buka susah masuknya. Loding lama banget Masih relatif efisien yg lama.","Negatif"
"Kenapa di upgrade malahbikin lama bukanyav","Negatif"
"Aplikasinya membingungkan setelah di upgrade,mau cari kereta aja ga bisa n aplikasinya lemottttttâ˜¹ï¸","Negatif"
"lama2 makin lemot, tiba2 time out padahal tinggal bayar doang!!!!","Negatif"
"Semakin lemot. Sampah","Negatif"
"Mentenaince kah? Semenjak update jadi gabisa masuk apk lemottt ngebug , udh tau urgent mau cepet"" pesen tiket, lain kali bagusin dulu apk nyaaa baru suruh penumpang beuli online babi","Negatif"
"Semenjak update terbaru malah makin parah dan lemot, update bukannya makin bagus malah makin buruk. Tolong dong diperbaiki masa saya mau pesen Tiket 3 jam ngk kelar kelar failed terus, masih bagusan KAI acces daripada ini. Mohon agar segera diperbaiki, jadinya menghambat orang untuk bepergian dengan kereta kalau seperti ini","Negatif"
"Aneh d update bukanya tambah cepet tp tambah lemot, sy kira jaringan ternyata mmg lemot aplikasinya....ni gr2 d korup sm org bumn, cari proyek buat komisaris","Negatif"
"Di update, bukannya semakin bagus, semakin lemmot... ðŸ˜©ðŸ˜©ðŸ˜©","Negatif"
"Harga tiket yang habis masih ditampilkan, koneksi lancar namun gagal terus","Negatif"
"Lemottttt,freeze, udah di update koq malah parahhh","Negatif"
"Semakin lama buka aplikasinya dan setiap langkah itu prosesnya lama banget, berbeda dengan yg sebelumnya lebih cepat. Malah sering kembali lagi kehalaman utama, semoga segera diperbaiki.terimakasih","Konflik"
"Biasanya update itu untuk mempermudah,ini malah kebalikan nya,mempersulit,lemot ga ktulungan,harus log in dri awal,data smua hilang","Negatif"
"Dah update ga bisa di buka,, nge leg","Negatif"
"Parah nih layanan aplikasi ini. Lama banget loading buat dapet kode otp, apalagi saat login masuk. Masa aplikasi setingkat pelayanan masyarakat gini amat. Kaga profesional operator nih aplikasi. Pake di blokir segala lagi buat dapetin otp karna muncul2.... ðŸ‘ŽðŸ‘Ž","Negatif"
"Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend","Negatif"
"Lemott ga bisa masuk udah masuk malaj ke luar harus login tapi pas login lemot parah ga bisa masuk susah","Negatif"
"Lemot sekali kapan normal lagi","Negatif"
"Ini kenapa sih aplikasi BUMN sering gangguan terus!!,masa disuruh log in lagi padahal sudah punya akun. Aneh kalah sama aplikasi swasta yang lebih bagus dan jarang gangguan....ðŸ‘ŽðŸ‘ŽðŸ‘Ž","Negatif"
"Kenapa sekarang ada menit nya sih mau pesen tiket jadi gak tenang","Negatif"
"Ko malah lemot versi baru,parah ah","Negatif"
"Lemot banget bikin emosi","Negatif"
"Aplikasi yg semakin mempersulit penggunanya,mana lemot bgt","Negatif"
"Lemot banget tiap mau pesan tiket per step nya lama. Padahal jaringan sama handphone OK","Negatif"
"Ini aplikasi nya banyak pengguna jadi suka lemot, dan tapi KAI belum mengatasi masalah itu","Negatif"
"Setelah di-update jadi lemot buka aplikasinya. Payah, buka app loadingnya lama. ðŸ‘‡ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","Negatif"
"Diperbarui mala jadi lemot banget,tiap mbuka apk harus login lagi login lagi,mohon ditingkatkan lagi pelayananya","Negatif"
"Aneh banget ini aplikasi, di update malah makin buruk. Gabisa dipake sama sekali. Gabisa masuk sama sekali terus aja muter. Bukannya makin bagus! Lemoooott! Tiap masuk langsung nge logout. Minta verifikasi trs. Udah masukin nomor verifikasi tetep aja muter malah minta verifikasi lagi. Terus aja gitu. Bukannya mempermudah malah bikin emosi.","Negatif"
"Setelah diperbaharui semakin lemot..susah buat buka apkny padahal sinyal bagus..mau ngecek tiket jadi susah..semoga bisa diperbaiki lagi sehingga dpt memudahkan penumpang dalam menggunakan apk kai","Negatif"
"Setelah diupdate jd ngebug. Lama","Negatif"
"TAMBAH LEMOT","Negatif"
"Udah minta update, Malah lemot sama login susah","Negatif"
"lemot paraaaaaaah aplikasinya!","Negatif"
"Lemoottt banget stuck gk bisa ngapa2in padahal jaringan full. Setiap ada flash sale selalu eror :(","Negatif"
"Kenapa si ini setelah Update kok malah makin lemot, saat masuk ke apk nya jga lemot, yg mau bli tiket atau mau bepergian naik Kereta jdi terhambat apalagi yg mau pergi kerja. Tolong di perbaiki lgi ðŸ™","Negatif"
"payah mau pesen tiket aja lama bgt, eror mulu","Negatif"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","Negatif"
"LEMOTT GAMASUK MASUK SAAT LAGI BUTUH BUTUHNYA","Negatif"
"Setelah di update, mau buka apk nya jadi lama bgt","Negatif"
"Hampir telat kereta karena otomatis update, update terakhir justru makin buruk, sangat lemot","Negatif"
"Abis di update lemoooottttttttt","Negatif"
"masih lemot padahal jaringan/wifi bagus","Negatif"
"Aplikasi nya Lemot banget , malah makin lama","Negatif"
"Kakak ini gimana ko update otomatisðŸ˜­, pas masuk lagi tiket saya hilanggg mana perjalanan buat hari sabtu kakkðŸ˜­ rugi uang dongg saya masih mahasiswa belom punya uang kakkkðŸ˜­","Negatif"
"Tidak sesuai yang di harapkan. Aplikasi tambah lemot","Negatif"
"ini kai acces yg baru lemot bgt ke logout teruss pas mau masuk lagi malah gagal pdahal sinyal lancar","Negatif"
"Setelah update jadi kacau ini aplikasi, susah akses, not responding, slow banget buat buka apk.. Mohon perbaikannyaðŸ™ kalau bisa mending pake versi lama lebih enak","Negatif"
"Aplikasi lemot, bukannya mempermudah malah mempersulit, bapak saya sampe debat sama security stasiun gara2 gabisa pesen tiket, tolong di perbaiki lagi, kalo bisa evaluasi besar2an biar penumpang ga banyak yg di rugikan","Negatif"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","Negatif"
"Yang baru semakin lemot dan eror, mohon diperbaiki","Negatif"
"Lemot","Negatif"
"Kenapa semakin di upgrade semakin lemot kai ini mana apk makin susah","Negatif"
"Sejak diupdate malah makin susah Aplikasinya. Lemot sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang. Malahan gk bisa menyelesaikan sampai step terakhir. Semoga ada update berikutnya dan bikin gk merepotkan. Ini update merepotkan sekali. Mohon dikondisikan min.","Negatif"
"App nya lemmot bgt emang ya? Mau bikin sandi juga susah bgt, rempong, sebel aku, setiap ganti sandi selalu tdk disetujui, knp si app iniðŸ˜­","Negatif"
"Habis di update malah makin lemoooottttttt mau mesen tiket kereta jadi susahh ini tolong perbaiki dong!!!","Negatif"
"Lemotnya minta ampun.. Bagaimana mau melayani publik kalo gini....tolong diperbaikilah segalanya... Mkasih.","Negatif"
"Sekarang Jadi Lemooottt","Negatif"
"Aplikasi lemot","Negatif"
"Saran aja mending gausah pake Aplikasi buat pesen tiket! Skrg apk nya malah makin ribet! Lemot juga udh d update makin gajelas masukin nmr hp aja loading trs muter sampe sejam Klo dibilang transportasi nyaman&murah dan ga bikin macet emg iya ,tpi liat skrg bnyak kendala klo lg urgent apa"" susah malah diribetin.","Negatif"
"Tidak bersahabat dengan pemburu goshow, terlalu lemot. Keburu habis tiketnya","Negatif"
"Lemooooooooooooottttttt bangettttttttt,,setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade. Setiap mau buka harus masukin otp nya entah lewat email/sms,,padahal sebelum nya pernah kasih otp,,","Negatif"
"Super lelet asli lelet sedunia","Negatif"
"Aplikasinya makin ribet,lebih simple versi lama.Aplikasinya tambah lambat.","Negatif"
"lemot..","Negatif"
"Aplikasi yang baru lemot parah","Negatif"
"Kok sekarang malah jadi lemot aneh KAI access di uprgred malah makin parah..","Negatif"
"Lemot tidak bisa masuk padahal sedang mepet waktu naik kereta.....","Negatif"
"TOLONGGGGGGGGG kecepatan aplikasinya ditingkatkan, jangan kayak sekarang masih lemot bangetttt","Negatif"
"Lemot","Negatif"
"Ini kenapa setelah di update ,jadi lemot dibuka gak bisa2...KAI tolong di perbaiki,bagus yg sebelumnya","Negatif"
"Kenapa jadi eror terus gini apk nya? Dulu sebelum update lancarÂ² saja. Sekarang susah sekali mau buka apk nya,,,","Negatif"
"Yg baru lebih lemot","Negatif"
"baru tau kai access ada pembaruan. pas mau pesen tiket aplikasinya ngebug. hrsnya mempermudah malah jadi mempersulit","Negatif"
"Aplikasi tidak dapat diinstal dan lemot","Negatif"
"Lemot bgt parah","Negatif"
"Struk dilogo abis di upgrate malah ngebug terus , lola banget , sedih banget sekalinya udah bisa pas mau bayar gabisa","Negatif"
"Setelah update palah makin buruk.. Apk berat lemot,harus login tiap kali buka apk,.. ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","Negatif"
"setelah update Lemott bangetðŸ¤","Negatif"
"Jgn lemot plis... Baru juga pesen tiket","Negatif"
"Lemot sangat mau buka apl nya aja lamaa","Negatif"
"Lemottt,susah pesen tiket pernah angus krn tiket gak muncul padahal udah bayarrrr","Negatif"
"Ini bagaimana mau berangkat liat tiket aja ga masukÂ², baru di update malah tambah lemot","Negatif"
"Lemot banget tolong segera diperbaiki","Negatif"
"Habis di upgrade malah lemot bagusan yg versi lama,...ini kalau mw persen tiket ke buru kehabisan lemot gini mah mah masuk ajha lemot bagusan versi lama","Negatif"
"Setelah update semakin lemot, payah. Buka aplikasi aja gak bisa","Negatif"
"Lemot bangetttt woy apk apaan dah mending yang lama suruh update malah kek gini kembaliin aja sistem lama","Negatif"
"Pas lagi promo super lemot dan suka erorr aplikasinya","Negatif"
"Tolong dong ini aplikasi nya di perbaiki lagi lemot banget mau buka tiket keburu ebording, sebelum di update lancar lancar aja sekarang lemot banget sumpah","Negatif"
"Malah makin lemottttttt","Negatif"
"Aplikasi nya berat, sinyal juga lemot. Padahal udh pake wifi dan pake hp yg midrange","Negatif"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","Negatif"
"Yaaah lemot.. ðŸ˜ tidak bisa di buka, saya sudah pesan tiket..","Negatif"
"Baru di upgred bukanya lancar malah gak jelas bru login, kluar eh buka aplikasi suruh login lagi kan aneh sudah login suruh login lagi, masak buka aplikasi posisi data nyala tetep di tulisan acces kai trs, baru data off bisa masuk ke HOME nya kan aneh gitu, ngebug juga lemott","Negatif"
"Luemottt bettt","Negatif"
"Abis tak update tampikan baru malah gg bisa login buka lemot, mw cari tiket gg segampang yang kemarin","Negatif"
"Aplikasi nya lemot request timeout terussssðŸ‘Ž","Negatif"
"Loading e suwi men to jing","Negatif"
"Malah makin lemot bukan tambah bagus","Negatif"
"Load aplikasinya sangat lama seperti crash dan frezee, tolong segera diperbaiki, untuk versi terbarunya, atau kalau boleh saran mending kembalikan ke versi sebelumnya, kalau beda developernya, mending dievaluasi lagi main fungsinya itu apa, kebanyakan fitur akan tetapi main fungsi tidak berguna secara maksimal it's just not good things. Can you get it? Sorry and thank you","Negatif"
"Aplikasi yg baru lemoooottt dan errooorrr... Lebih baik yang lama... Pusiang dah...","Negatif"
"Setelah di update semakin lemot parah,, ga bisa masuk sama sekali..","Negatif"
"Update bukan malah tambah lancar, malah lemotnya setengah mati. Tolong benerin bug nya bos.","Negatif"
"Lemot dan gak bisa login, gak jelas","Negatif"
"Hadehh lelet betul ini aplikasi","Negatif"
"Makin mesini malah aplikasi makin jelek dan lemotnya bukan main... Masih lebih bagus sebelum di upgrade","Negatif"
"Di upgrade malah lelet prosesnya......bikin g nyaman pelanggan.....balikan ke aplikasi yg lama saja.... Bikin emosi aplikasi yang baru.....kecewa saya setelah di upgrade","Negatif"
"Sore aplikasi baru lama masuk loding muter terus elorr bagusan aplikasi lama cepat ðŸ‘ºðŸ¥²","Negatif"
"mau masuk aplikasinya aja lemotnya naudzubillah Tlg dong perbaiki ini update bukannya makin bagus mlh makin buruk bikin males pake aplikasinya","Negatif"
"Kacau, diganti malah lemot bengeetttt...","Negatif"
"Applikasinya lemoottt bgdddddd, jdi lamaaa ,loading doang jdinya g efisien pdhl update baru ,bkin emosi ,ribet gak praktis sama sekali .","Negatif"
"Kenapa setelah di upgrade malah jadi lemot ya. Saya kira jaringan nya ternyata aplikasi nya buka jadwal/pembayaran malah jadi lama banget. Kebayang kalo lagi buru buru udah gak akan kekejar ini. Yang sebelum nya malah lebih cepet","Negatif"
"Update kok tambah lemot login aja lama ngadain promo tapi server down mau bayar aja gabisa mengecewakan","Negatif"
"Maaf untuk update terbaru malah jadi lemot baik itu mau masuk home dan pencarian tiket serta pembayaran. Dan saya ketika sudah pesan tapi ternyata ke cancel sendiri","Negatif"
"Habis update malah tambah lemot banget, mau pembayaran gabisaÂ² Lebih enak aplikasi sebelum update Kai acces gak asik","Negatif"
"Aplikasi semakin lambat,pas pesan tiket malah tidak bisa alias ada kesalahan.klo udh pake hospot br bisa ,tetap susah di bagian pembayaran ,apk yg dulu bisa pake link skr cuma ovo,dulu bisa pake spay,skrg kaga bisa.bintang 1 .mending pake apk yg lama saja","Negatif"
"Setelah update aplikasi kok malah tambah lemot...saya udh pesan tiket kereta dan udh saya bayar lunas,tpi kenapa ga ada tiket yg keluar di aplikasi ny??? Coba saya cek di histori pemesanan malah zonk ga ada tiket muncul.. Tolong aplikasiny disempurnakan,uang saya udh terlanjur masuk soalny","Negatif"
"Lemot parrraaaah Untuk pembayaran jg susah.. harusnya lebih d mudahkan drpd offline dong","Negatif"
