"ulasan","label"
"mines sekali aplikasi sekarang mau upgrade aja susa,,, sebelum update bisa pesen tiket udah update ga bisa pesen harus join member basic,, giliran mau join ga bisa","Negatif"
"Jelek...benar2 jelek..saya sampai ga bisa kerja tetap waktu karena sulitnya pesan tiket dari aplikasi ini...mending balikin ke yang sebelumnya..ga ribet..yang ini loadingnya bikin darah tinggi...","Negatif"
"Aduh repot banget sih, tiket saya hilang karena gak bisa masuk ke akun lama","Negatif"
"Bikin aturan seenaknya ya. Bikin update tapi masih banyak bug, jadi saya gabisa pulang pakai kereta! Harusnya kalo aplikasi ada update gini ada aturan sementara untuk bisa beli tiket di konter untuk berapa minggu sampai aplikasi stabil. Coba liat sekarang. Karena cuma ada satu perusahaan yang punya kereta jadi seenaknya aja bikin aturan. Tau ga sih efeknya? ADA YANG GA BISA PERGI/PULANG PAKE KERETA KARENA MASALAH APLIKASI. Ngerti ga itu tuh vital? Mending cari alternatif transportasi lain skrng","Negatif"
"Request dong kai acces bikin reschedule perjalanan gitu, biar gak mubazir tiket saya kalo gak jadi bepergian. Thanks","Netral"
"Apakah ini upgrade an KAI ACCESS sebelum ini?","Netral"
"KAI access yang udah di update banyak errornya","Negatif"
"Aplikasi gag berguna setelah diupdate,,,parahhhhh","Negatif"
"Lebih enak versi lama","Negatif"
"setelah di update ke versi lama saya jadi harus pesen tiket kalau di tempat yg ada wifi nya soalnya pake provider gak pernah bisa ngbug mulu.. malah kadang minta temen pesenin tiket karna dia masih versi lama belum di update.. jadi sering pake tiket yg di screenshoot gara2 perkara aplikasi ngbug.. padahal saya tiap hari naik kereta buat kerja mesti beli online udah gak bisa offline.. tolong perbaiki lagi sudah banyak yg komplain harusnya cepat dibenahi.. terimakasih..","Netral"
"Ok","Positif"
"Angel, Sulit, Susah, Rumit... sudah klik Lanjutkan... gak jalan-jalan sampai waktunya habis","Negatif"
"Bagus, setelah update aplikasi nya jadi lebih stabil dan tampilan nya yang efisien","Negatif"
"Masih susah dibuka enakan yang lama","Negatif"
"kalo segalanya mau online harusnya aplikasinya disiapin dulu sampe mateng jauh dari bug, lemot, ini aplikasinya aja belum optimal banyak bug, susah masuk, lemot ko udah maen harus beli online aja kasian orang yang mau naik kereta dibikin ribet engga jelas, bumn kerjanya ko gini","Negatif"
"Tetap Update..Mudah Digunakan. Berikan Kami Pelayanan yang terbaik.","Positif"
"Pliss KAI segera perbaiki apknya secepatmyaaaaa! , setelah updet bnr bnr apk tidak membantu! Apalagi beli tiket lokal hrus pake apk gk bisa ots. Pas mau beli malah lemooootttt banget, sangat percuma penampilan bagus tapi gak fungsional. Tolong banget segera perbaiki, tadi pagi saya telat naik kereta dan gk jadi naik gra gra lemot apknya!! Lemotnya di semua mau pas log innya. Milih tiketnya, pembayaran dll. Dikasih waktu 5 mnit buat bayar tapi waktunya abis sama loading, udh ganti provider ttp.","Netral"
"update masih banyak bug !! lebih smooth apps yg versi lama","Negatif"
"Aplikasinya jadi ngaco begini, mau cari nama kota & stasiunnya jd susah","Negatif"
"Tujuannya apa, nampilin promo, tp tidak, tersedia, lebih bagus dan mudah versi sebelum nya.","Negatif"
"Sekelas aplikasi pemerintah jeleknya minta ampun, server jelek","Negatif"
"Mendingan kemaren, update malah ga jelas","Negatif"
"PECAT UI/UX DESIGNERNYA SUMPAH !!! UI bagus tapi UX jelek, UI/UX designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet, belajar lagi UI/UX nya :v","Negatif"
"Lah kenapa sudah update malah makin ribet dan susah diakses.. Mohon diperbaiki min","Negatif"
"Jadi ribet gini","Negatif"
"Di perbaharui malah susah di buka.nyusahin....","Negatif"
"Setelag update aplikasi menjadi sangat lemot di semua fiturnya, terutama di fitur Tiket Saya! Tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket/cetak boarding. Dan fitur Kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya. Mungkin seharusnya dicoba terlebih dahulu di internal KAI jangan langsung main update tetapi aplikasi belum bisa maksimal.","Netral"
"Bagusan aplikasi lama. Pilihan reduksi tidak muncul. Dari segi visualisasi ,membagongkan tdk enak dilihat dan sulit dipahami. User interface tuh jangan ramai banget warnanya. user suka yg simpel. Apakah sblm launching tdk di uji dan analisis dulu ke user sampel. Balik kayak yg lama aja, simpel. Kl pun mau tambah fungsi, ya jangan diubah tampilannya semua.","Negatif"
"D suruh upgrade ke basic tp ""idnum already exist"" itu gmna min. Kesel jg lama2","Negatif"
"Aplikasii kai setelah diupdate sangat sangatt jelek operasional yang lambat,beda sama aplikasi sebelum diupdate operasionalny lebih cepat,dan sekarang aplikasinya sangat sangat mempersulittt saya harap aplikasi ini bisa ditindaklanjutiiiiiii!!!!!!!!!!!!!!!!!","Negatif"
"Bikin aplikasi kok sampai g bisa di akses/eror. Sampai hampir g bisa dapat tiket di aplikasi gara"" eror. Akhirnya ya manual di stasiun.","Negatif"
"Tolong dong kalo update aplikasi blm bisa maksimal jangan di paksain Udah kembali aja di jalan batu Buka aplikasi aja susah bgt berak kaya bawa gunung","Negatif"
"Upgrade biar makin meningkat ini malah tambah parah, lemot dioperasikan. Gimana sih, malah mempersulit.. Hubungi lewat sosial media lain no respon. Parah banget.","Negatif"
"Makin kesini makin menyusahkan","Negatif"
"Lebih enak palikasi yang sebelumnya yang cepat","Negatif"
"Sejak diperbarui makin ribet.. Pesen tiket gabisa sat set.. Sering lemot.. Susah pesen tiket tertulis habis padahal real nta tiket masih tersedia.. Susah beli tiket di aplikasi skrng.. Hhh.. Balikin ajasih kek yg lama biar gak mempersulit pengguna.. Thx","Negatif"
"setelah aplikasi di update malah makin sulit diakses","Negatif"
"Mending kembali ke aplikasi kai sebelumnya, aplikasi yang terbaru malah bikin emosi lemot maksimal","Negatif"
"Perlu banyak perbaikan....","Netral"
"aplikasi susah dibuka setelah melakukan pembelian tiket,padahal malam hari ini keberangkatan","Negatif"
"Tolong kenbalikan versi yang lama saja mudah dimengerti","Netral"
"BURUKKKKKKKK!!!!","Negatif"
"Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini","Netral"
"benerin dulu sistemnya","Netral"
"Di update bukan nya makin bagus.. ini malah makin buruk,makin bapuk,makin down..","Negatif"
"Luar biasa","Positif"
"Kenapa KAI access diperbaharui otomatis? Dan malah jadi tidak bisa dibuka sama sekali","Negatif"
"bagus dan keren, catatan untuk pengguna jika hanya untuk lihat jadwal atau lainnya sebaiknya akses lokasinya di non aktifkan dulu","Positif"
"BURUK!!!!!! BUKANNYA MEMPERMUDAH,MALAH MEMPERSULIT!!!!","Negatif"
"Kecewa banget dengan kereta suka macet jadi menghambat perjalanan","Negatif"
"Sebelumnya saya sudah beli tiket pake aplikasi lama, trus saya cek.. di aplikasi tiket saya ilang tuh.. pertanggungjawabannya gimana?","Negatif"
"Dimana cara pesan reduksi lewat update yg baru ini","Netral"
"Wkwkwkwk afaan sekelas perusahaan bumn ga mamfu bikin aplikasi bener bukannya mempermudah tapi malah mempersulit. Cuihhhhh","Negatif"
"Setiap ada update bukannya lebih baik malah banyak masalah, padahal yang kemarin sudah bagus dan friendly user.. Dan yang ini lebih parah.. mau bayar ga bisa bisa.. ""waktu anda telah habis...""..padahal baru mencet metode pembayaran.. Tolong menu RESCHEDULE dan REFUND agar DIMUNCULKAN KEMBALI krn buat yg sering berubah keberangkatan sangat2 membantu.. sudah banyak ulasan dan kasih bintang 1, smg tim KAI bisa segera memperbaiki..","Negatif"
"Diperbarui bukanya malah lebih baik malah menyusahkan. Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out. Bintang 1","Negatif"
"Update terburuk buat apk...","Negatif"
"Saat verifikasi kaipay loh kenapa tibaÂ² kode otp nya muncul dari kaspro.id. apa kerja sama ? Lebih suka aplikasi yang lama. Yang baru ini lemot","Konflik"
"Loadingnya lama. Tiba-tiba keluar sendiri dari aplikasi. Lebih enak versi lama.","Negatif"
"Updetan versi terbaru bukanya makin bagus malah jadi buruk! Lemot banget, bukan mempermudah malah mempersulit! Serasa downgrade ke versi lama","Negatif"
"Setelah upgrade terbaru, sangat disayangkan program ny berubah dan menjadi kurang memuaskan. Mohon kpd pihak pemilik kayak ny lebih mudah aplikasi yg sblum nya.","Negatif"
"Ada update aplikasi otomatis malah nggak bisa di buka, bukannya tambah bagus malah tambah buruk","Negatif"
"Mantp","Positif"
"Baru sadar ada pembaruan dari KAI Access ke Access by KAI. Kirain ngga sengaja uninstall taunya ganti nama. Fiturnya makin banyak, iconnya makin banyak. Udah enak tampilan sebelumnya sih. Udah bener buat layanan pesen tiket doang sih, sekarang jual pulsa, data, bayar listrik. App nya makin berat, buat pesen tiket makin susah, daftar stasiunnya nggak muncul.","Negatif"
"Setelah di update malah makin buruk, mau log in buffering terus sampe berapa puluh menit padahal kondisi jaringan bagusðŸ‘Ž sumpah aplikasi nya enakan yg dulu sebelum update","Negatif"
"APK BERAT BANGET. BENERIN LAH MAU PERGI PERGI NAIK KERETA JADI SUSAH. UPDATE MALAH BIKIN APK RUSAK","Negatif"
"Aplikasi nya kok jadi jelek banget sihh","Negatif"
"Bagus versi baru.... jadi lebih mudah dan lengkap... Terus tingkatkan efisiensi dan kurang bug...","Netral"
"Update aplikasi baru jadi kacau balau sumpah najis dah","Negatif"
"Aplikasi kalo belum matang mending jangan di publis dulu","Netral"
"0 nambah parah aplikasinya ðŸ¥²","Negatif"
"Setelah di update menjadi down","Negatif"
"Bagus","Positif"
"Gak tau apa yang melatarbelakangi pergantian dari KAI access ke access by KAI. Tapi sumpah kecewa banget. kualitas nya bukannya upgrade, ini malah downgrade. Pesen tiket jadi lebih lelet dari sebelumnya, bahkan untuk menambah kan daftar penumpang juga loading banget. Jadi tolong bukan tampilannya aja yang di ubah, tapi access kemudahannya harus terus ditingkatkan. Ini sih harus secepatnya diperbaiki, kata maaf aja gak akan pernah cukup","Netral"
"Jujur lebih baik versi sebelumnya, lebih simpel dan mempermudah, tinggal pilih tanggal langsung bisa lihat ketersediaan tiket. Versi terbaru malah jadi ribet, harus klik satu per satu keretanya baru bisa lihat ketersediaan tiket.","Negatif"
"Terlalu diulang ulang","Negatif"
"Mudah dan gag ribet gag perlu antri dan nunggu loket bukak, cuma sayang H-7 sudah gag dapat kursi.","Positif"
"Top markotop","Positif"
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah","Positif"
"Ribet bagus aplikasi yang dulu","Negatif"
"Semakin lama buka aplikasinya dan setiap langkah itu prosesnya lama banget, berbeda dengan yg sebelumnya lebih cepat. Malah sering kembali lagi kehalaman utama, semoga segera diperbaiki.terimakasih","Netral"
"Saya suka kereta","Positif"
"Dah lah bikin pusing, udah bener2 apk lama ngapain jadi update kek t*i","Negatif"
"diupgrade malah sering blank hitam.","Negatif"
"MASALAH MULU","Negatif"
"Aplikasi yg semakin mempersulit penggunanya,mana lemot bgt","Negatif"
"Ga jelas Anjir. Log in gagal terus.. di update malah makin ribet","Negatif"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","Negatif"
"Sudah bisa dipakai lagi...","Positif"
"enakan aplikasi yg lama","Negatif"
"Gabisa dibuka inii yg update","Negatif"
"Secara UI sudah oke namun secara ux yang kurang, terutama saat mencari danmembeli tiket, harusnya tiket yang sudah sebagian sold rangenya di tulis mulai dari yang available bukan dari range harga awal. Trus ditawarkan memilih makanan saat memesan tiket adalah hal yang konyol, pilihan membeli tiket dari h-45 hari namun sudah di tanyain ingin membeli makanan apa itu hal aneh. Kecewa sih sama ux yang sekarang, better yg kemarin","Negatif"
"Ada bangku tapi pas dipilih seat no available.... payah.....makin diupdate makin payah. Tampilan gak user friendly, makin berat, dan problem lama belum solve juga","Negatif"
"Bagaimana caranya agar bisa kembali ke yang lama ya? Saya upgrade kok reduksi saya malah tidak bisa.","Netral"
"Kembalikan KAI access yg dulu. Yg ini jelek banget. Liat tiket kek misteri. Harga gk langsung muncul harus klik lagi. Gk user friendly ini. Update tu makin baik ini kemunduran.","Negatif"
"Selaraskan antara kebijakan dan keandalan aplikasinya. Jangan buat peraturan untuk calon penumpang kereta lokal harus pesan tiket lewat aplikasi tapi aplikasinya tak bisa di andalkan. Kecepatan pelayanan melalui aplikasi juga menjadi daya tarik calon penumpang. Jangan sampai membuat penumpang menjadi kurang nyaman dengan performa aplikasi yang buruk.","Netral"
"Aneh banget ini aplikasi, di update malah makin buruk. Gabisa dipake sama sekali. Gabisa masuk sama sekali terus aja muter. Bukannya makin bagus! Lemoooott! Tiap masuk langsung nge logout. Minta verifikasi trs. Udah masukin nomor verifikasi tetep aja muter malah minta verifikasi lagi. Terus aja gitu. Bukannya mempermudah malah bikin emosi.","Negatif"
"Makin ga jelas aplikasinya, bikin promo ga jelas juga gan","Negatif"
"Aplikasi terbaru bukanya malah memudahkan,malah menyusahkan... Lebih bagus sebelum diupdate mudah dimengerti.","Negatif"
"Parah setelah di update malah tidak bisa di buka aplikasinya, bukannya mempermudah malah jadi mempersulit","Negatif"
"Tiba tiba aupdate terus login kembali ke email yang dulu gak bisa masuk lagi apa gak bisa daftar lagi pakek email baru","Netral"
"Makin ribet, malah downgrade.. mau cari kereta harus klik dulu keretanya untuk tau ketersediaan kursi. Msh enak aplikasi yg dulu. Lgsg terlihat ketersediaan kursinya","Negatif"
"Penggunaan jadi lebih mudah dan ringan","Positif"
"Tidak memberikan kemudahan customer update an yg baru ini. Maaf bintang 1. Lebih suka aplikasi sebelumnya karena lbh banyak dan mudah dimengerti oleh customer/pengguna","Negatif"
"Aplikasi gak jelas","Negatif"
"Gimana temenÂ², sudah bisa gnti jadwal kereta tnpa harus ke stasiun belum?? Apa gnti tampilan aja","Netral"
"Gimna sihhh iniðŸ˜­ makin susah masuk aj, harus log in teruss mana setiap hari pulang pergi kerja harus naek keretaðŸ˜ŒðŸ˜Œ tolong di benahi dong katanya lebih mudah, tapi nyatanyaðŸ¤","Negatif"
"Hallo min, kenapa ya pas udah di update, si aplikasinya jadi susah dibuka dan sering mentok logo kai nya terus. Tolong cepet diperbaiki dong aplikasinya.","Negatif"
"Kenapa aplikasinya jadi ribet begini ,,,,,susah masuknya lagi tolong diperbaiki lagi","Negatif"
"Kalo w ga butuh ma akses kereta ini males bgt dah make app ini, minggu2 ini loading trs, eror trs mana org tuh buru2, ini bner2 bkin emosi, pas nyampe stasiun disuruh ke loket, dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru2, kalo org gbs beli diloket ya benerin dong tu app, jgn ngerugiin waktu orang.","Negatif"
"Kepada admin mohon bantuannya, saya terkendala tidak dapat login bila menggunakan provider jaringan tri","Negatif"
"Setelah update malah makin gak praktis, Kalo sudah habis ya jangan di display di atas lah,","Negatif"
"Abis di update bukannya makin bagus malah makin aneh bobrok banget ditambah ada event promo agustusan akun ke log out sendiri gabisa di akses. dimana2 update aplikasi makin bagus kok malah makin makin bobrok","Negatif"
"Pas habis update malah makin susah buat masuk ngga ada otak klo sebelum update masih gampang ini beda nihðŸ—¿","Negatif"
"Saat dibutuhkan, malah Error. Jadinya ketinggalan kereta. Harusnya Aplikasi Transportasi Umum lebih canggih dan cepat, karena terpaut waktu","Negatif"
"Kayaknya sudah normal. Sukses Access by KAI","Positif"
"Masih aja ampas kyk sebelumnya","Negatif"
"Susah banget dibuka, ujung2nya dateng ke loket menyebalkan apalagi kalau waktu mepet","Negatif"
"Saran aja mending gausah pake Aplikasi buat pesen tiket! Skrg apk nya malah makin ribet! Lemot juga udh d update makin gajelas masukin nmr hp aja loading trs muter sampe sejam Klo dibilang transportasi nyaman&murah dan ga bikin macet emg iya ,tpi liat skrg bnyak kendala klo lg urgent apa"" susah malah diribetin.","Konflik"
"Apk nya cacad aku jadi ga bisa pulang","Negatif"
"Lemooooooooooooottttttt bangettttttttt,,setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade. Setiap mau buka harus masukin otp nya entah lewat email/sms,,padahal sebelum nya pernah kasih otp,,","Negatif"
"Setelah Saya update, nggak bisa buka sama sekali hanya warna sampul saja","Negatif"
"Mantappppppp","Positif"
"Apk load.","Netral"
"Aplikasinya makin ribet,lebih simple versi lama.Aplikasinya tambah lambat.","Negatif"
"Lebih suka apk nya sebelum diperbarui","Negatif"
"Setelah update saya tidak bisa masuk aplikasi, kalau memang masih perlu waktu development aplikasi jangan di release dahulu, pakai otp maupun email tetap belum bisa masuk ke aplikasi","Negatif"
"Setelah update kok malah jadi busuk... Kembalikan ignatua jonan untuk reformasi KAI. Pejabat sekarang gak bisa kerja ya","Negatif"
"lancar darimana nya, coba login sendiri deh","Konflik"
"Verry good","Positif"
"kenapa kualitasnya menurun padahal baru di update, saya mau pesan tiket ini mohon segera di perbaiki, saya dari tadi mau pesen kok ga bisa bisa","Negatif"
"Menurut ku nyebelin ya di saat lg promo tp server nge down jd gak bsa masuk","Negatif"
"Lebih gampang aplikasi yg sebelumnya daripada ni.. Di upgrade malah kwalitasnya ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","Negatif"
"Jadi ngaco","Negatif"
"Kirain setelah pergantian nama bakal lebih baik, ternyata sama aja kayak sebelumnya. Maaf, bintang satu dulu","Negatif"
"KAI gausah bikin aplikasi klo merugikan anj","Negatif"
"Semakin susah utk pesan kai, masa d perbaharui apk nya malah semakin lola","Negatif"
"Semakin semakin jelek aplikasi nya bukan semakin bagus, gabisa login sama sekali error terus, pengembangnya kocak","Negatif"
"Setelah Upgrade Otomatis malah ngga bisa dipakai. Percuma ada aplikasi KAI","Negatif"
"Habis diupdate malah gak bisa dibuka aplikasinya , tolong diperbaiki lagi dong bukannya makin bagus diupdate malah begini gak bisa dibuka ..","Negatif"
"Aneh gak bisa dibuka setelah update, udh banyak penurunan + ga bisa dibuka lagi. Ntah ala guna updatenya","Negatif"
"Astaga ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥² mohon perbaikan ya..ampun dah","Negatif"
"Ini kenapa gabisa di buka apk KAI nya ?","Negatif"
"Masih lebih lancar aplikasi kai access daripada yang ini. Tau gitu gausah update yak","Negatif"
"Aplikasi nya agak tolol Ga bisa masuk ke stak di logo KAI access doang padahal jaringan bagus udah pake wifi dan jaringan seluler tetep sama aja emang aplikasi nya agak kek monyet","Negatif"
"Bagus aplikasi sebelum diupdate, aplikasi yang baru lebih ribet, mohon diperbaiki.","Negatif"
"Kenapa aplikasinya saya buka tapi ngeblank putih terus ya layarnya. Gak bisa masuk Download aplikasi yang sudah update, tapi malah tidak bisa dibuka aplikasinya ðŸ™ƒ","Negatif"
"Setelah diupdate , aplikasi tidak bisa dibuka stuck di logo acces by kai","Negatif"
"maaf setelah update tidak bisa kebuka malah diem di logo KAI Access, tolong bagaimana tindak lajutnya, atas perhatiannya terima kasih","Negatif"
"Semenjak update makin gak jelas","Negatif"
"Habis update malah g bisa dibuka.","Negatif"
"Struk dilogo abis di upgrate malah ngebug terus , lola banget , sedih banget sekalinya udah bisa pas mau bayar gabisa","Negatif"
"Aplikasinya gabisa dibuka?","Netral"
"Hafuch semakin ke sini koq aplikasinya kayak gini kai","Netral"
"Ini aplikasi kenapa ya diupdate tapi malah gk bisa dipake","Negatif"
"setelah d update ke kai acces y...susah masuk duhjhhhhhhðŸ˜­ðŸ˜­ðŸ˜­","Negatif"
"Payah banget. Down semua","Negatif"
"aplikasi terbaru jadi sangat berat","Negatif"
"Makin di upgrade makin lambat gabisa pesen tiket, ini gimana aku pulangnya ya AllahðŸ˜­ðŸ˜­ðŸ˜­","Negatif"
"Segera Perbaiki, Tim IT segera bergerak. Ini perintah.","Netral"
"Setelah update malah g bisa dibuka","Negatif"
"Luemot update malah gk jelas.. sedikit kecewa... Masa gk di trial dulu sebelum launching update baru... Moga cepet berbenah","Negatif"
"Nge down terus aplikasi nya. Tolong d perbaiki. Sy pengguna setia KA ,tp knpa setelah update aplikasi malah erorr trs","Negatif"
"Halo developer, semenjak update dengan tampilan baru kenapa setiap jam 12 siang aplikasi selalu tidak bisa dibuka ? Apakah penggunaan aplikasinya ada break makan siang ? Tolong hentikan kekonyolan ini","Negatif"
"11 12 dgn aplikasi peduli lindungi yg d update,,,","Netral"
"Aplikasi lemot, cacad, aplikasi rosaaakkkk, lemot kaya siput rawa,","Negatif"
"Setelah update jadi tambah susah","Negatif"
"aplikasi makin gak jelas, mau masuk apk nya aja nunggu nunggu lama banget, terus apa gunanya update malah makin gak jelas seperti ini. mau mempermudah apa apa mau mempersulit konsumen? kalo mempersulit konsumen berarti siapÂ² bangkrut","Negatif"
"Bukannya di permudah malah makin dipersulit, sudah banyak komentar keluhan bukannya malah di perbaiki upgrade malah makin g bisa di buka. Kecewa","Negatif"
"Aplikasinya bukan tambah baik malah tambah jelek dan gak bisa dibuka, ini pasti ada yang korup biaya pemeliharaan nya, upgrade itu harusnya tambah baik ini malah tambah jelek. Bikin emosi ajaa.","Negatif"
"Di-update kok jadi tidak bisa dibuka, malah dihalaman pertama saja ???","Negatif"
"mantaap","Positif"
"Sudah berhasil beli, malah pas waktunya berangkat, mau scan tiket, aplikasinya gak bisa kebuka, apa lahhh.......","Negatif"
"di update justru sangat buruk sekali..ampun dah gagal mudik","Negatif"
"Applikasinya lemoottt bgdddddd, jdi lamaaa ,loading doang jdinya g efisien pdhl update baru ,bkin emosi ,ribet gak praktis sama sekali .","Negatif"
"Setelah update yang terbaru tampilan oke, tapi kualitas menurun banget. Load lama pas buka app, atau pas mencet menu, pas mau ke pembayaran juga load lama banget, pembayarannya sempet gagal. Kita butuh cepet, simple, dan mudah. Ga butuh yang tampilan modern banget atau ala ala anak muda tapi performanya kurang gini apalagi buat yang kebutuhannya setiap hari.","Negatif"
"Aplikasi jelek,udah isi saldo buat beli tiket, udah masuk ke pembayaran ,saldonya kosong tiketnya gak ada,gimana siii","Negatif"
"Apk sering error aneh udah update malah rasanya kayak downgrade sering tidak bisa pembayaran melalui qris sering gagal udak top up dana, link aja, ovo, tetep tidak bisa aneh banget qris nya sering gagal sampe uang habis cuma buat top up apk"" tersebut tatapi tidak berguna. Sama apk nya lemot banget badahal sinyal kenceng hp juga spek lumayan. Aneh banget dah apk nya","Negatif"
"Mantab","Positif"
"Keren jg update yg terbaru","Positif"
"Sudah update bukannya makin bagus malah jadi semakin membuat emosi, saat pembayaran menggunakan e wallet jadi susah sekali, password ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah update ovo, kesel banget.... Lebih bagus kai access versi lama..","Negatif"
"Tolong nih saya baru beli tiket n baru aja bayar, masa aplikasinya tidak bisa dibuka..jangan bercanda saya beli tiket bukan termasuk murah lho ya pihak pemilik apk. Tolong dibenarkan distabilkan apk, saya mau cetak tiket bagaimana ini? Astaghfirullah..","Negatif"
